run,treatment,layer,diameter,sample_weight,comment,n15_raw,c13_raw,mg_n_in_sample,mg_c_in_sample,n_pct,c_pct,cn_ratio,n15korr,c13korr,nat_abun_15n,atom_15n,ape_n,n_pr_dw,n15_pr_dw,n15_pr_n,nat_abun_13c,atom_13c,ape_c,c_pr_dw,c13_pr_dw,c13_pr_c,tt,pipe_nr,pipe_diameter,veg,wet,cut,beriget
2,BUW,bottom,coarse,4.5,,1.469867163,-27.09605899,0.03922078,1.886348016,0.871572891,41.91884481,48.09562716,1.512013958,-27.24469756,0.366,0.366805401,8.05401e-4,8.715728909,0.07019656,8.054009129,1.08,1.081265976,0.001265976,419.1884481,5.306823974,12.6597572,G,18,17,B,W,U,TRUE
2,SCD,top,fine,4.402,,440.3225277,-25.89809797,0.067637267,2.066527076,1.536512201,46.94518573,30.55308361,440.3646745,-26.04673654,0.366,0.52668935,0.16068935,15.36512201,24.69011465,1606.893498,1.08,1.082583153,0.002583153,469.4518573,12.12666193,25.83153467,D,22,17,S,D,C,TRUE
2,SCD,top,coarse,5.033,,271.265319,-27.41556836,0.060839105,2.256797388,1.208803999,44.84000374,37.09451967,271.3074658,-27.56420693,0.366,0.465158786,0.099158786,12.08803999,11.98635367,991.5878566,1.08,1.080914664,9.14664e-4,448.4000374,4.101353786,9.146640153,D,22,17,S,D,C,TRUE
2,SCD,middle,fine,5.02,,278.7540429,-26.78605114,0.086876092,2.208642,1.730599442,43.99685258,25.4228977,278.7961897,-26.93468971,0.366,0.467886015,0.101886015,17.30599442,17.63238809,1018.860151,1.08,1.081606838,0.001606838,439.9685258,7.069580516,16.06837785,D,22,17,S,D,C,TRUE
2,SCD,middle,coarse,4.608,,212.2261745,-25.88629545,0.06641141,2.021733432,1.441219839,43.87442344,30.44256141,212.2683213,-26.03493401,0.366,0.443652786,0.077652786,14.41219839,11.19147353,776.5278572,1.08,1.08259613,0.00259613,438.7442344,11.39037226,25.96130358,D,22,17,S,D,C,TRUE
2,SCD,bottom,fine,4.07,,1.244682019,-27.59314914,0.052623363,1.737373074,1.292957314,42.68729913,33.01524241,1.286828815,-27.74178771,0.366,0.366723229,7.23229e-4,12.92957314,0.093510415,7.232289415,1.08,1.080719407,7.19407e-4,426.8729913,3.070952749,7.194066648,D,22,17,S,D,C,TRUE
2,SCD,bottom,coarse,4.68,,2.126548249,-26.56569762,0.068340085,1.96987862,1.460258224,42.0914235,28.82464404,2.168695045,-26.71433619,0.366,0.367045029,0.001045029,14.60258224,0.152601167,10.45028645,1.08,1.081849121,0.001849121,420.914235,7.783213716,18.49121049,D,22,17,S,D,C,TRUE
2,SCW,top,fine,4.653,,221.2119605,-27.2609059,0.07943776,2.069644906,1.707237484,44.47979596,26.05366645,221.2541073,-27.40954446,0.366,0.446926609,0.080926609,17.07237484,13.81609399,809.2660876,1.08,1.081084721,0.001084721,444.7979596,4.82481734,10.84721105,E,21,17,S,W,C,TRUE
2,SCW,top,coarse,4.792,,65.13174684,-28.98215843,0.064265867,2.179477895,1.341107411,45.48159213,33.91345969,65.17389364,-29.130797,0.366,0.390030727,0.024030727,13.41107411,3.222778619,240.3072709,1.08,1.079192107,-8.07893e-4,454.8159213,-3.674424052,-8.078925738,E,21,17,S,W,C,TRUE
2,SCW,middle,fine,5.015,,622.7652083,-22.60801118,0.079007698,1.959811759,1.575427686,39.07899818,24.80532653,622.8073551,-22.75664975,0.366,0.593006439,0.227006439,15.75427686,35.76322297,2270.064395,1.08,1.086200477,0.006200477,390.7899818,24.23084401,62.00477273,E,21,17,S,W,C,TRUE
2,SCW,middle,coarse,4.81,,290.7034815,-24.35293695,0.08410032,2.102388536,1.748447399,43.70870138,24.99857954,290.7456283,-24.50157552,0.366,0.47223743,0.10623743,17.48447399,18.57505579,1062.374298,1.08,1.084282031,0.004282031,437.0870138,18.71620356,42.82031487,E,21,17,S,W,C,TRUE
2,SCW,bottom,fine,4.489,,2.429914122,-26.7686297,0.066495736,1.893065487,1.481303981,42.1712071,28.46897574,2.472060917,-26.91726826,0.366,0.367155729,0.001155729,14.81303981,0.17119855,11.55728682,1.08,1.081625993,0.001625993,421.712071,6.857009053,16.25993071,E,21,17,S,W,C,TRUE
2,SCW,bottom,coarse,4.274,,3.950258971,-26.12137129,0.079206038,1.785015609,1.853206317,41.76452056,22.53635776,3.992405766,-26.27000986,0.366,0.367710508,0.001710508,18.53206317,0.31699242,17.10507982,1.08,1.082337663,0.002337663,417.6452056,9.763139357,23.37663458,E,21,17,S,W,C,TRUE
2,SUD,top,fine,4.603,,334.1807038,-26.98276934,0.061357039,2.08389902,1.332979344,45.27262698,33.96348726,334.2228505,-27.13140791,0.366,0.488066547,0.122066547,13.32979344,16.27121859,1220.665471,1.08,1.081390541,0.001390541,452.7262698,6.295344595,13.90541043,F,24,17,S,D,U,TRUE
2,SUD,top,coarse,4.864,,287.9680004,-26.51010188,0.059413325,2.193280608,1.221491051,45.09211777,36.91563499,288.0101472,-26.65874045,0.366,0.471241332,0.105241332,12.21491051,12.8551345,1052.413319,1.08,1.08191025,0.00191025,450.9211777,8.613719689,19.10249532,F,24,17,S,D,U,TRUE
2,SUD,middle,fine,4.521,,236.7836415,-26.1569179,0.067167608,1.961424604,1.485680338,43.38475126,29.20194214,236.8257883,-26.30555647,0.366,0.452599384,0.086599384,14.85680338,12.86590024,865.9938427,1.08,1.08229858,0.00229858,433.8475126,9.9723307900000009,22.98579686,F,24,17,S,D,U,TRUE
2,SUD,middle,coarse,5.061,,146.3335238,-25.94683991,0.060496781,2.169869403,1.195352326,42.87432134,35.86751823,146.3756706,-26.09547848,0.366,0.419639304,0.053639304,11.95352326,6.411786702,536.3930418,1.08,1.082529562,0.002529562,428.7432134,10.84532365,25.29561592,F,24,17,S,D,U,TRUE
2,SUD,bottom,fine,4.285,,-0.816550958,-28.61287519,0.064403412,1.861298623,1.50299679,43.4375408,28.90062113,-0.774404162,-28.76151376,0.366,0.365971061,-2.89388e-5,15.0299679,-0.004349489,-0.289387778,1.08,1.079598161,-4.01839e-4,434.375408,-1.745489086,-4.018388367,F,24,17,S,D,U,TRUE
2,SUD,bottom,coarse,4.361,,9.10034246,-27.00867379,0.038635177,1.872680089,0.885924711,42.94152922,48.47085616,9.142489256,-27.15731236,0.366,0.369589746,0.003589746,8.859247106,0.318024473,35.89746049,1.08,1.081362058,0.001362058,429.4152922,5.848886917,13.62058367,F,24,17,S,D,U,TRUE
2,SUW,top,fine,4.373,,618.1991211,-24.53668373,0.059070295,1.971900735,1.350795681,45.09263058,33.38227329,618.2412679,-24.6853223,0.366,0.591347766,0.225347766,13.50795681,30.43987894,2253.477663,1.08,1.084080008,0.004080008,450.9263058,18.39782987,40.80008117,H,23,17,S,W,U,TRUE
2,SUW,top,coarse,4.288,,375.912843,-25.521435489999998,0.055080627,1.975682995,1.284529558,46.07469671,35.86892682,375.9549898,-25.67007406,0.366,0.503255582,0.137255582,12.84529558,17.63088523,1372.555822,1.08,1.082997293,0.002997293,460.7469671,13.80993554,29.97292772,H,23,17,S,W,U,TRUE
2,SUW,middle,fine,4.24,,113.8716633,-27.52450425,0.064658223,1.912249526,1.5249581,45.10022468,29.5747304,113.9138101,-27.67314282,0.366,0.407804859,0.041804859,15.249581,6.375065803,418.0485879,1.08,1.080794885,7.94885e-4,451.0022468,3.584947542,7.948846303,H,23,17,S,W,U,TRUE
2,SUW,middle,coarse,4.556,,34.15413147,-27.90301506,0.066030887,2.047901031,1.449317096,44.94953974,31.01428933,34.19627826,-28.05165362,0.366,0.378730729,0.012730729,14.49317096,1.845086345,127.3072919,1.08,1.080378695,3.78695e-4,449.4953974,1.702214565,3.786945483,H,23,17,S,W,U,TRUE
2,SUW,bottom,fine,5.011,,1.388232462,-27.57438686,0.060276135,2.058947193,1.202876378,41.08854905,34.15858005,1.430379257,-27.72302543,0.366,0.366775612,7.75612e-4,12.02876378,0.093296503,7.756117327,1.08,1.080740037,7.40037e-4,410.8854905,3.040702996,7.400365956,H,23,17,S,W,U,TRUE
2,SUW,bottom,coarse,4.434,,1.507209477,-26.91083334,0.063962121,1.914230461,1.442537678,43.17163872,29.92756402,1.549356272,-27.0594719,0.366,0.366819027,8.19027e-4,14.42537678,0.118147792,8.190274274,1.08,1.081469637,0.001469637,431.7163872,6.344662254,14.69636651,H,23,17,S,W,U,TRUE
3,BCD,top,fine,4.216,,1696.858594,-22.56429161,0.056944493,1.765215447,1.350675832,41.86943661,30.99887895,1696.900741,-22.71293018,0.366,0.981648835,0.615648835,13.50675832,83.15420025,6156.488353,1.08,1.086248543,0.006248543,418.6943661,26.16229949,62.48543474,A,25,17,B,D,C,TRUE
3,BCD,top,coarse,4.561,,174.4560741,-24.83535345,0.101189856,1.853831353,2.218589263,40.6452829,18.32032796,174.4982209,-24.98399202,0.366,0.429889517,0.063889517,22.18589263,14.17445968,638.8951717,1.08,1.083751629,0.003751629,406.452829,15.24860257,37.5162909,A,25,17,B,D,C,TRUE
3,BCD,middle,fine,4.309,,47.13809253,-27.55681884,0.082386602,1.82203012,1.911965706,42.28429148,22.11561188,47.18023932,-27.70545741,0.366,0.383467324,0.017467324,19.11965706,3.339692372,174.6732361,1.08,1.080759353,7.59353e-4,422.8429148,3.21087198,7.593533835,A,25,17,B,D,C,TRUE
3,BCD,middle,coarse,4.457,,45.36430287,-26.84120227,0.056189123,1.882760096,1.260693796,42.24276635,33.50755471,45.40644966,-26.98984084,0.366,0.382820265,0.016820265,12.60693796,2.120520437,168.202655,1.08,1.081546198,0.001546198,422.4276635,6.531567192,15.46197789,A,25,17,B,D,C,TRUE
3,BCD,bottom,fine,4.368,,3.194654649,-27.58489772,0.054567722,1.810651822,1.249261029,41.4526516,33.18173756,3.236801444,-27.73353629,0.366,0.367434786,0.001434786,12.49261029,0.179242226,14.34786021,1.08,1.080728479,7.28479e-4,414.526516,3.019740529,7.284794607,A,25,17,B,D,C,TRUE
3,BCD,bottom,coarse,4.47,,2.978451403,-27.19422713,0.049425927,1.84958423,1.105725447,41.37772327,37.42133581,3.020598198,-27.3428657,0.366,0.367355893,0.001355893,11.05725447,0.149924497,13.5589262,1.08,1.081158037,0.001158037,413.7772327,4.791692151,11.58036686,A,25,17,B,D,C,TRUE
3,BCW,top,fine,4.259,,882.0606609,-19.57331784,0.091120102,2.018155332,2.139471765,47.38566171,22.14829963,882.1028077,-19.72195641,0.366,0.687107166,0.321107166,21.39471765,68.69997144,3211.071657,1.08,1.089536771,0.009536771,473.8566171,45.19062164,95.36771253,B,27,17,B,W,C,TRUE
3,BCW,top,coarse,4.318,,680.1976126,-22.18161702,0.09883187,1.945158195,2.288834421,45.04766547,19.68148725,680.2397594,-22.33025559,0.366,0.613864563,0.247864563,22.88834421,56.73209445,2478.645634,1.08,1.086669262,0.006669262,450.4766547,30.04346777,66.69261872,B,27,17,B,W,C,TRUE
3,BCW,middle,fine,4.975,,574.2056249,-23.17648576,0.062659667,1.742706251,1.259490784,35.02927137,27.81224905,574.2477717,-23.32512433,0.366,0.575363888,0.209363888,12.59490784,26.3691887,2093.638876,1.08,1.08557548,0.00557548,350.2927137,19.53050107,55.7548025,B,27,17,B,W,C,TRUE
3,BCW,middle,coarse,4.439,,146.4508289,-25.59800819,0.048877712,1.888567956,1.101097362,42.5448965,38.63863266,146.4929757,-25.74664676,0.366,0.419682064,0.053682064,11.01097362,5.910917948,536.8206437,1.08,1.082913102,0.002913102,425.448965,12.3937606,29.13101597,B,27,17,B,W,C,TRUE
3,BCW,bottom,fine,4.065,,1.999487619,-27.79466513,0.045214277,1.682497206,1.112282329,41.38984517,37.21163602,2.041634414,-27.9433037,0.366,0.366998663,9.98663e-4,11.12282329,0.111079563,9.986633813,1.08,1.080497831,4.97831e-4,413.8984517,2.060513317,4.978306415,B,27,17,B,W,C,TRUE
3,BCW,bottom,coarse,4.322,,3.929299675,-26.61512936,0.041684006,1.877040141,0.964461043,43.42989684,45.03022404,3.97144647,-26.76376793,0.366,0.36770286,0.00170286,9.644610429,0.164234204,17.02859902,1.08,1.08179477,0.00179477,434.2989684,7.79466731,17.94769934,B,27,17,B,W,C,TRUE
3,BUD,top,fine,4.335,,2005.912336,-19.82898369,0.054982904,1.883573567,1.268348418,43.45037064,34.25744063,2005.954483,-19.97762226,0.366,1.092912308,0.726912308,12.68348418,92.19780767,7269.123085,1.08,1.089255705,0.009255705,434.5037064,40.216381,92.55704935,C,26,17,B,D,U,TRUE
3,BUD,top,coarse,4.541,,409.1582445,-23.23915665,0.079787633,1.931430873,1.757049834,42.53316171,24.20714591,409.2003913,-23.38779522,0.366,0.515352425,0.149352425,17.57049834,26.24196528,1493.524246,1.08,1.085506578,0.005506578,425.3316171,23.42121565,55.06577623,C,26,17,B,D,U,TRUE
3,BUD,middle,fine,4.479,,159.6599524,-26.48147953,0.063415024,1.814073753,1.415829967,40.50175828,28.60637168,159.7020991,-26.6301181,0.366,0.424496834,0.058496834,14.15829967,8.28215707,584.9683409,1.08,1.08194172,0.00194172,405.0175828,7.864308519,19.41720274,C,26,17,B,D,U,TRUE
3,BUD,middle,coarse,4.39,,60.330858310000004,-26.35946632,0.057325106,1.854686321,1.305811074,42.24797998,32.35382272,60.37300511,-26.50810488,0.366,0.388279629,0.022279629,13.05811074,2.909298679,222.7962941,1.08,1.082075876,0.002075876,422.4797998,8.770154962,20.75875572,C,26,17,B,D,U,TRUE
3,BUD,bottom,fine,4.167,,1.479343588,-27.0331843,0.046910742,1.768571965,1.125767742,42.44233178,37.70078872,1.521490383,-27.18182287,0.366,0.366808859,8.08859e-4,11.25767742,0.09105873,8.088589379,1.08,1.081335108,0.001335108,424.4233178,5.666511122,13.35108342,C,26,17,B,D,U,TRUE
3,BUD,bottom,coarse,4.186,,3.080418637,-26.33739347,0.038373266,1.821343199,0.91670487,43.51034877,47.46385692,3.122565433,-26.48603204,0.366,0.367393101,0.001393101,9.167048695,0.127706235,13.93100874,1.08,1.082100145,0.002100145,435.1034877,9.137803888,21.00144942,C,26,17,B,D,U,TRUE
3,BUW,top,fine,4.243,,476.9482636,-25.94236694,0.054287711,1.626959295,1.279465256,38.3445509,29.96920058,471.1373483,-27.14982076,0.366,0.537881281,0.171881281,12.79465256,21.99161267,1718.812806,1.08,1.081370296,0.001370296,383.445509,5.254336896,13.70295589,G,28,17,B,W,U,TRUE
3,BUW,top,coarse,4.593,,164.3898001,-26.86592434,0.078819837,1.736168974,1.716086163,37.80032603,22.02705601,158.5788848,-28.07337816,0.366,0.424087437,0.058087437,17.16086163,9.968304654,580.8743681,1.08,1.080354807,3.54807e-4,378.0032603,1.341183206,3.548073119,G,28,17,B,W,U,TRUE
3,BUW,middle,fine,4.418,,397.3616404,-24.34177665,0.052992227,1.386296684,1.199461903,31.37837672,26.16037795,391.5507251,-25.54923047,0.366,0.508930693,0.142930693,11.99461903,17.14399208,1429.306928,1.08,1.083130159,0.003130159,313.7837672,9.821931501,31.30159214,G,28,17,B,W,U,TRUE
3,BUW,middle,coarse,4.512,,128.3883068,-24.65176334,0.055027435,1.644485255,1.219579674,36.44692498,29.88482488,122.5773915,-25.85921716,0.366,0.410963569,0.044963569,12.19579674,5.483665495,449.6356911,1.08,1.082789331,0.002789331,364.4692498,10.16625347,27.89330917,G,28,17,B,W,U,TRUE
3,BUW,bottom,fine,4.452,,7.054093191,-26.04210782,0.042596998,1.62179,0.956805886,36.42834681,38.07287074,1.243177857,-27.24956164,0.366,0.3667073,7.073e-4,9.568058858,0.067674911,7.073003204,1.08,1.081260628,0.001260628,364.2834681,4.592257632,12.60627515,G,28,17,B,W,U,TRUE
3,BUW,bottom,coarse,4.558,,13.2451004,-24.73118749,0.04712728,1.657178833,1.033946464,36.35758737,35.16389738,7.434185062,-25.93864131,0.366,0.368966403,0.002966403,10.33946464,0.306710168,29.66402795,1.08,1.082702004,0.002702004,363.5758737,9.823835407,27.02004208,G,28,17,B,W,U,TRUE
3,SCD,top,fine,4.605,,249.792459,-25.83292319,0.063311768,1.847151264,1.374848383,40.1118624,29.17548065,243.9815437,-27.04037701,0.366,0.455206015,0.089206015,13.74848383,12.26447451,892.0601472,1.08,1.081490632,0.001490632,401.118624,5.979202501,14.90631983,E,32,17,S,D,C,TRUE
3,SCD,top,coarse,4.9,,159.4853905,-26.41604062,0.052623775,1.937635999,1.073954586,39.54359182,36.82054374,153.6744752,-27.62349444,0.366,0.422299803,0.056299803,10.73954586,6.046343136,562.9980274,1.08,1.080849475,8.49475e-4,395.4359182,3.359129479,8.494750537,E,32,17,S,D,C,TRUE
3,SCD,middle,fine,4.685,,498.7814389,-21.34775149,0.053176247,1.472088687,1.135031948,31.4213167,27.68320024,492.9705236,-22.55520531,0.366,0.545820415,0.179820415,11.35031948,20.41019158,1798.204149,1.08,1.086421949,0.006421949,314.213167,20.17860961,64.21949086,E,32,17,S,D,C,TRUE
3,SCD,middle,coarse,5.064,,174.5703217,-24.02862368,0.053880434,1.8181473,1.063989614,35.90338271,33.74411012,168.7594063,-25.2360775,0.366,0.427797984,0.061797984,10.63989614,6.575241294,617.979838,1.08,1.083474466,0.003474466,359.0338271,12.47450984,34.74466443,E,32,17,S,D,C,TRUE
3,SCD,bottom,fine,4.333,,3.333663815,-27.02007965,0.056718292,1.424253965,1.308984362,32.86992764,25.11101628,-2.47725152,-28.22753347,0.366,0.365349664,-6.50336e-4,13.08984362,-0.085127967,-6.503360119,1.08,1.080185305,1.85305e-4,328.6992764,0.609097367,1.853053568,E,32,17,S,D,C,TRUE
3,SCD,bottom,coarse,4.229,,19.22988226,-24.35928493,0.033602793,1.560776907,0.794580125,36.90652416,46.44783204,13.41896693,-25.56673876,0.366,0.371150156,0.005150156,7.945801245,0.40922117,51.50156129,1.08,1.083110909,0.003110909,369.0652416,11.48128396,31.10909038,E,32,17,S,D,C,TRUE
3,SCW,top,fine,4.416,,382.8075247,-24.46389089,0.056964113,1.701892383,1.28994821,38.53922969,29.87657132,376.9966094,-25.67134471,0.366,0.503634636,0.137634636,12.8994821,17.75415522,1376.346359,1.08,1.082995896,0.002995896,385.3922969,11.54595126,29.95895703,H,31,17,S,W,C,TRUE
3,SCW,top,coarse,4.242,"ca. herfra og ned til 142 blev du distraheret og det er muligt, men ikke sikkert at du har målt den samme prøve to gange, så fks 128 er replikat af 127.",114.9614241,-27.34183234,0.047748953,1.7090113,1.125623597,40.28786657,35.79159736,109.1505088,-28.54928616,0.366,0.406068091,0.040068091,11.25623597,4.51015888,400.6809107,1.08,1.079831519,-1.68481e-4,402.8786657,-0.67877279,-1.684806985,H,31,17,S,W,C,TRUE
3,SCW,middle,fine,4.166,,394.881741,-22.28459508,0.047807198,1.435427061,1.147556368,34.4557624,30.02533328,389.0708257,-23.4920489,0.366,0.508028329,0.142028329,11.47556368,16.29855132,1420.283289,1.08,1.085391957,0.005391957,344.557624,18.57839948,53.91957161,H,31,17,S,W,C,TRUE
3,SCW,middle,coarse,5.096,,142.084163,-23.29900319,0.057599372,1.783928973,1.130285953,35.00645551,30.97132669,136.2732477,-24.50645701,0.366,0.41595662,0.04995662,11.30285953,5.646526566,499.5661981,1.08,1.084276664,0.004276664,350.0645551,14.97108643,42.76664463,H,31,17,S,W,C,TRUE
3,SCW,bottom,fine,4.151,,9.560311818,-25.77039917,0.035846789,1.470194063,0.863569958,35.41782855,41.01327079,3.749396483,-26.97785299,0.366,0.367621833,0.001621833,8.635699583,0.140056663,16.21833436,1.08,1.081559379,0.001559379,354.1782855,5.522980833,15.59378725,H,31,17,S,W,C,TRUE
3,SCW,bottom,coarse,4.847,,15.59619409,-24.41162099,0.035342869,1.660129916,0.729169973,34.25066878,46.97213275,9.785278758,-25.61907481,0.366,0.369824292,0.003824292,7.291699733,0.278855856,38.24291543,1.08,1.083053366,0.003053366,342.5066878,10.45798288,30.53366036,H,31,17,S,W,C,TRUE
3,SUD,top,fine,4.519,,666.7600953,-21.52401993,0.058339648,1.8007974390000001,1.290985792,39.84946755,30.86747182,660.94918,-22.73147375,0.366,0.606859646,0.240859646,12.90985792,31.09463814,2408.596465,1.08,1.086228156,0.006228156,398.4946755,24.81887118,62.28156287,F,30,17,S,D,U,TRUE
3,SUD,top,coarse,4.227,,253.3333001,-25.11694939,0.049124449,1.718290164,1.162158717,40.65034692,34.97830918,247.5223847,-26.32440321,0.366,0.456495788,0.090495788,11.62158717,10.5170469,904.9578811,1.08,1.082277858,0.002277858,406.5034692,9.259569936,22.77857543,F,30,17,S,D,U,TRUE
3,SUD,middle,fine,4.391,,635.1091017,-19.99476102,0.056942313,1.672115181,1.296796009,38.0805097,29.36507318,629.2981863,-21.20221484,0.366,0.595364198,0.229364198,12.96796009,29.74385771,2293.641984,1.08,1.087909427,0.007909427,380.805097,30.11949965,79.09426603,F,30,17,S,D,U,TRUE
3,SUD,middle,coarse,4.673,,64.23372697,-23.895455,0.060972271,1.701074728,1.304777902,36.40219833,27.89915301,58.42281163,-25.10290882,0.366,0.387568289,0.021568289,13.04777902,2.81418275,215.6828948,1.08,1.083620883,0.003620883,364.0219833,13.18080929,36.20882776,F,30,17,S,D,U,TRUE
3,SUD,bottom,fine,4.864,Her opdagede du at den prøve du tror du har lagt som den næste var den forrige. Det kan også være du bare glemte at tage en ny prøve klar til den næste.,69.56800351,-24.47200259,0.065761731,1.753248941,1.352009279,36.04541408,26.66062626,63.75708817,-25.67945641,0.366,0.389513961,0.023513961,13.52009279,3.179109411,235.1396149,1.08,1.082986977,0.002986977,360.4541408,10.76668212,29.86976954,F,30,17,S,D,U,TRUE
3,SUD,bottom,coarse,4.508,herfra er det med sikkerhed korrekt,14.84058455,-25.1940362,0.049262171,1.651050142,1.092772212,36.62489223,33.51557792,9.029669216,-26.40149002,0.366,0.369548579,0.003548579,10.92772212,0.387778894,35.48579376,1.08,1.0821931,0.0021931,366.2489223,8.032204623,21.93099866,F,30,17,S,D,U,TRUE
3,SUW,top,fine,4.711,,696.0038535,-22.44806168,0.058947467,1.832110797,1.251272925,38.8900615,31.0803988,690.1929381,-23.6555155,0.366,0.617478438,0.251478438,12.51272925,31.4668161,2514.784384,1.08,1.085212235,0.005212235,388.900615,20.27041487,52.12235232,D,29,17,S,W,U,TRUE
3,SUW,top,coarse,4.424,,238.0418532,-24.79978715,0.05425238,1.764057169,1.226319626,39.87470998,32.51575619,232.2309379,-26.00724097,0.366,0.450925544,0.084925544,12.26319626,10.41458613,849.2554394,1.08,1.082626579,0.002626579,398.7470998,10.47340713,26.26578886,D,29,17,S,W,U,TRUE
3,SUW,middle,fine,4.192,,159.414861,-26.65892876,0.056486169,1.630882315,1.347475417,38.90463538,28.87224131,153.6039456,-27.86638258,0.366,0.422274095,0.056274095,13.47475417,7.582795902,562.7409457,1.08,1.080582409,5.82409e-4,389.0463538,2.265841128,5.824090382,D,29,17,S,W,U,TRUE
