run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
2,SUW,bottom,fine,1,H8,95,5.011,,1.203,41.09,34.16,1.43,-27.72,0.366,1.43,0.367,0.001,12.0,0.1,7.8,1.08,-27.72,1.081,0.001,411,3.04,7.40
2,SUW,bottom,coarse,1,H9,96,4.434,,1.443,43.17,29.93,1.55,-27.06,0.366,1.55,0.367,0.001,14.4,0.1,8.2,1.08,-27.06,1.081,0.001,432,6.34,14.70
3,BCD,top,fine,1,H10,97,4.216,,1.351,41.87,31.00,1696.90,-22.71,0.366,1696.90,0.982,0.616,13.5,83.2,6156.5,1.08,-22.71,1.086,0.006,419,26.16,62.49
3,BCD,top,coarse,1,H11,98,4.561,,2.219,40.65,18.32,174.50,-24.98,0.366,174.50,0.430,0.064,22.2,14.2,638.9,1.08,-24.98,1.084,0.004,406,15.25,37.52
3,BCD,middle,fine,1,H12,99,4.309,,1.912,42.28,22.12,47.18,-27.71,0.366,47.18,0.383,0.017,19.1,3.3,174.7,1.08,-27.71,1.081,0.001,423,3.21,7.59
,,,,,,,,PEACH,3.204,51.40,16.04,2.26,-26.15,0.366,2.26,0.367,0.001,32.0,0.3,10.8,1.08,-26.15,1.082,0.002,514,12.68,24.67
3,BCD,middle,coarse,2,A1,100,4.457,,1.261,42.24,33.51,45.41,-26.99,0.366,45.41,0.383,0.017,12.6,2.1,168.2,1.08,-26.99,1.082,0.002,422,6.53,15.46
3,BCD,bottom,fine,2,A2,101,4.368,,1.249,41.45,33.18,3.24,-27.73,0.366,3.24,0.367,0.001,12.5,0.2,14.3,1.08,-27.73,1.081,0.001,415,3.02,7.28
3,BCD,bottom,coarse,2,A3,102,4.47,,1.106,41.38,37.42,3.02,-27.34,0.366,3.02,0.367,0.001,11.1,0.1,13.6,1.08,-27.34,1.081,0.001,414,4.79,11.58
3,BCW,top,fine,2,A4,103,4.259,,2.139,47.39,22.15,882.10,-19.72,0.366,882.10,0.687,0.321,21.4,68.7,3211.1,1.08,-19.72,1.090,0.010,474,45.19,95.37
3,BCW,top,coarse,2,A5,104,4.318,,2.289,45.05,19.68,680.24,-22.33,0.366,680.24,0.614,0.248,22.9,56.7,2478.6,1.08,-22.33,1.087,0.007,450,30.04,66.69
3,BCW,middle,fine,2,A6,105,4.975,,1.259,35.03,27.81,574.25,-23.33,0.366,574.25,0.575,0.209,12.6,26.4,2093.6,1.08,-23.33,1.086,0.006,350,19.53,55.75
3,BCW,middle,coarse,2,A7,106,4.439,,1.101,42.54,38.64,146.49,-25.75,0.366,146.49,0.420,0.054,11.0,5.9,536.8,1.08,-25.75,1.083,0.003,425,12.39,29.13
3,BCW,bottom,fine,2,A8,107,4.065,,1.112,41.39,37.21,2.04,-27.94,0.366,2.04,0.367,0.001,11.1,0.1,10.0,1.08,-27.94,1.080,0.000,414,2.06,4.98
3,BCW,bottom,coarse,2,A9,108,4.322,,0.964,43.43,45.03,3.97,-26.76,0.366,3.97,0.368,0.002,9.6,0.2,17.0,1.08,-26.76,1.082,0.002,434,7.79,17.95
3,BUD,top,fine,2,A10,109,4.335,,1.268,43.45,34.26,2005.95,-19.98,0.366,2005.95,1.093,0.727,12.7,92.2,7269.1,1.08,-19.98,1.089,0.009,435,40.22,92.56
3,BUD,top,coarse,2,A11,110,4.541,,1.757,42.53,24.21,409.20,-23.39,0.366,409.20,0.515,0.149,17.6,26.2,1493.5,1.08,-23.39,1.086,0.006,425,23.42,55.07
3,BUD,middle,fine,2,A12,111,4.479,,1.416,40.50,28.61,159.70,-26.63,0.366,159.70,0.424,0.058,14.2,8.3,585.0,1.08,-26.63,1.082,0.002,405,7.86,19.42
,,,,,,,,PEACH,3.246,50.47,15.55,2.00,-25.85,0.366,2.00,0.367,0.001,32.5,0.3,9.8,1.08,-25.85,1.083,0.003,505,14.15,28.03
3,BUD,middle,coarse,2,B1,112,4.39,,1.306,42.25,32.35,60.37,-26.51,0.366,60.37,0.388,0.022,13.1,2.9,222.8,1.08,-26.51,1.082,0.002,422,8.77,20.76
3,BUD,bottom,fine,2,B2,113,4.167,,1.126,42.44,37.70,1.52,-27.18,0.366,1.52,0.367,0.001,11.3,0.1,8.1,1.08,-27.18,1.081,0.001,424,5.67,13.35
3,BUD,bottom,coarse,2,B3,114,4.186,,0.917,43.51,47.46,3.12,-26.49,0.366,3.12,0.367,0.001,9.2,0.1,13.9,1.08,-26.49,1.082,0.002,435,9.14,21.00
3,BUW,top,fine,2,B4,115,4.243,,1.279,38.34,29.97,471.14,-27.15,0.366,471.14,0.538,0.172,12.8,22.0,1718.8,1.08,-27.15,1.081,0.001,383,5.25,13.70
3,BUW,top,coarse,2,B5,116,4.593,,1.716,37.80,22.03,158.58,-28.07,0.366,158.58,0.424,0.058,17.2,10.0,580.9,1.08,-28.07,1.080,0.000,378,1.34,3.55
3,BUW,middle,fine,2,B6,117,4.418,,1.199,31.38,26.16,391.55,-25.55,0.366,391.55,0.509,0.143,12.0,17.1,1429.3,1.08,-25.55,1.083,0.003,314,9.82,31.30
3,BUW,middle,coarse,2,B7,118,4.512,,1.220,36.45,29.88,122.58,-25.86,0.366,122.58,0.411,0.045,12.2,5.5,449.6,1.08,-25.86,1.083,0.003,364,10.17,27.89
3,BUW,bottom,fine,2,B8,119,4.452,,0.957,36.43,38.07,1.24,-27.25,0.366,1.24,0.367,0.001,9.6,0.1,7.1,1.08,-27.25,1.081,0.001,364,4.59,12.61
3,BUW,bottom,coarse,2,B9,120,4.558,,1.034,36.36,35.16,7.43,-25.94,0.366,7.43,0.369,0.003,10.3,0.3,29.7,1.08,-25.94,1.083,0.003,364,9.82,27.02
3,SCD,top,fine,2,B10,121,4.605,,1.375,40.11,29.18,243.98,-27.04,0.366,243.98,0.455,0.089,13.7,12.3,892.1,1.08,-27.04,1.081,0.001,401,5.98,14.91
3,SCD,top,coarse,2,B11,122,4.9,,1.074,39.54,36.82,153.67,-27.62,0.366,153.67,0.422,0.056,10.7,6.0,563.0,1.08,-27.62,1.081,0.001,395,3.36,8.49
3,SCD,middle,fine,2,B12,123,4.685,,1.135,31.42,27.68,492.97,-22.56,0.366,492.97,0.546,0.180,11.4,20.4,1798.2,1.08,-22.56,1.086,0.006,314,20.18,64.22
,,,,,,,,PEACH,2.770,45.75,16.52,4.96,-25.13,0.366,4.96,0.368,0.002,27.7,0.6,20.6,1.08,-25.13,1.084,0.004,457,16.45,35.95
3,SCD,middle,coarse,2,C1,124,5.064,,1.064,35.90,33.74,168.76,-25.24,0.366,168.76,0.428,0.062,10.6,6.6,618.0,1.08,-25.24,1.083,0.003,359,12.47,34.74
3,SCD,bottom,fine,2,C2,125,4.333,,1.309,32.87,25.11,-2.48,-28.23,0.366,-2.48,0.365,-0.001,13.1,-0.1,-6.5,1.08,-28.23,1.080,0.000,329,0.61,1.85
3,SCD,bottom,coarse,2,C3,126,4.229,,0.795,36.91,46.45,13.42,-25.57,0.366,13.42,0.371,0.005,7.9,0.4,51.5,1.08,-25.57,1.083,0.003,369,11.48,31.11
3,SCW,top,fine,2,C4,127,4.416,,1.290,38.54,29.88,377.00,-25.67,0.366,377.00,0.504,0.138,12.9,17.8,1376.3,1.08,-25.67,1.083,0.003,385,11.55,29.96
3,SCW,top,coarse,2,C5,128,4.242,"ca. herfra og ned til 142 blev du distraheret og det er muligt, men ikke sikkert at du har målt den samme prøve to gange, så fks 128 er replikat af 127.",1.126,40.29,35.79,109.15,-28.55,0.366,109.15,0.406,0.040,11.3,4.5,400.7,1.08,-28.55,1.080,0.000,403,-0.68,-1.68
3,SCW,middle,fine,2,C6,129,4.166,,1.148,34.46,30.03,389.07,-23.49,0.366,389.07,0.508,0.142,11.5,16.3,1420.3,1.08,-23.49,1.085,0.005,345,18.58,53.92
3,SCW,middle,coarse,2,C7,130,5.096,,1.130,35.01,30.97,136.27,-24.51,0.366,136.27,0.416,0.050,11.3,5.6,499.6,1.08,-24.51,1.084,0.004,350,14.97,42.77
3,SCW,bottom,fine,2,C8,131,4.151,,0.864,35.42,41.01,3.75,-26.98,0.366,3.75,0.368,0.002,8.6,0.1,16.2,1.08,-26.98,1.082,0.002,354,5.52,15.59
3,SCW,bottom,coarse,2,C9,132,4.847,,0.729,34.25,46.97,9.79,-25.62,0.366,9.79,0.370,0.004,7.3,0.3,38.2,1.08,-25.62,1.083,0.003,343,10.46,30.53
3,SUD,top,fine,2,C10,133,4.519,,1.291,39.85,30.87,660.95,-22.73,0.366,660.95,0.607,0.241,12.9,31.1,2408.6,1.08,-22.73,1.086,0.006,398,24.82,62.28
3,SUD,top,coarse,2,C11,134,4.227,,1.162,40.65,34.98,247.52,-26.32,0.366,247.52,0.456,0.090,11.6,10.5,905.0,1.08,-26.32,1.082,0.002,407,9.26,22.78
3,SUD,middle,fine,2,C12,135,4.391,,1.297,38.08,29.37,629.30,-21.20,0.366,629.30,0.595,0.229,13.0,29.7,2293.6,1.08,-21.20,1.088,0.008,381,30.12,79.09
,,,,,,,,PEACH,2.754,46.33,16.82,2.10,-25.31,0.366,2.10,0.367,0.001,27.5,0.3,10.2,1.08,-25.31,1.083,0.003,463,15.71,33.91
3,SUD,middle,coarse,2,D1,136,4.673,,1.305,36.40,27.90,58.42,-25.10,0.366,58.42,0.388,0.022,13.0,2.8,215.7,1.08,-25.10,1.084,0.004,364,13.18,36.21
3,SUD,bottom,fine,2,D2,137,4.864,Her opdagede du at den prøve du tror du har lagt som den næste var den forrige. Det kan også være du bare glemte at tage en ny prøve klar til den næste.,1.352,36.05,26.66,63.76,-25.68,0.366,63.76,0.390,0.024,13.5,3.2,235.1,1.08,-25.68,1.083,0.003,360,10.77,29.87
3,SUD,bottom,coarse,2,D3,138,4.508,herfra er det med sikkerhed korrekt,1.093,36.62,33.52,9.03,-26.40,0.366,9.03,0.370,0.004,10.9,0.4,35.5,1.08,-26.40,1.082,0.002,366,8.03,21.93
3,SUW,top,fine,2,D4,139,4.711,,1.251,38.89,31.08,690.19,-23.66,0.366,690.19,0.617,0.251,12.5,31.5,2514.8,1.08,-23.66,1.085,0.005,389,20.27,52.12
3,SUW,top,coarse,2,D5,140,4.424,,1.226,39.87,32.52,232.23,-26.01,0.366,232.23,0.451,0.085,12.3,10.4,849.3,1.08,-26.01,1.083,0.003,399,10.47,26.27
3,SUW,middle,fine,2,D6,141,4.192,,1.347,38.90,28.87,153.60,-27.87,0.366,153.60,0.422,0.056,13.5,7.6,562.7,1.08,-27.87,1.081,0.001,389,2.27,5.82
3,SUW,middle,coarse,2,D7,142,4.761,,1.173,36.94,31.48,104.32,-25.98,0.366,104.32,0.404,0.038,11.7,4.5,383.1,1.08,-25.98,1.083,0.003,369,9.83,26.62
3,SUW,bottom,fine,2,D8,143,4.341,dobbel tin,1.400,35.97,25.69,3.42,-29.28,0.366,3.42,0.368,0.002,14.0,0.2,15.0,1.08,-29.28,1.079,-0.001,360,-3.49,-9.70
3,SUW,bottom,coarse,2,D9,144,4.507,,1.179,36.11,30.62,9.91,-26.15,0.366,9.91,0.370,0.004,11.8,0.5,38.7,1.08,-26.15,1.082,0.002,361,8.91,24.67
4,BCD,top,fine,2,D10,145,4.189,,1.157,39.01,33.72,486.88,-25.97,0.366,486.88,0.544,0.178,11.6,20.5,1776.0,1.08,-25.97,1.083,0.003,390,10.41,26.67
4,BCD,top,coarse,2,D11,146,4.688,,1.271,36.77,28.94,119.27,-25.46,0.366,119.27,0.410,0.044,12.7,5.6,437.6,1.08,-25.46,1.083,0.003,368,11.87,32.29
4,BCD,middle,fine,2,D12,147,4.461,,1.515,37.23,24.58,290.19,-23.79,0.366,290.19,0.472,0.106,15.1,16.1,1060.4,1.08,-23.79,1.085,0.005,372,18.84,50.62
,,,,,,,,PEACH,2.804,44.88,16.01,2.21,-26.20,0.366,2.21,0.367,0.001,28.0,0.3,10.6,1.08,-26.20,1.082,0.002,449,10.84,24.14
4,BCD,middle,coarse,2,E1,148,4.238,,1.139,36.85,32.34,7.20,-26.50,0.366,7.20,0.369,0.003,11.4,0.3,28.8,1.08,-26.50,1.082,0.002,369,7.69,20.88
4,BCD,bottom,fine,2,E2,149,4.081,,0.842,37.69,44.74,9.38,-27.48,0.366,9.38,0.370,0.004,8.4,0.3,36.8,1.08,-27.48,1.081,0.001,377,3.78,10.03
4,BCD,bottom,coarse,2,E3,150,4.776,,1.267,37.09,29.27,7.23,-27.25,0.366,7.23,0.369,0.003,12.7,0.4,28.9,1.08,-27.25,1.081,0.001,371,4.68,12.62
4,BCW,top,fine,2,E4,151,4.144,,1.746,40.46,23.18,490.31,-25.14,0.366,490.31,0.545,0.179,17.5,31.2,1788.5,1.08,-25.14,1.084,0.004,405,14.47,35.76
4,BCW,top,coarse,2,E5,152,4.846,,1.883,37.34,19.83,211.90,-23.43,0.366,211.90,0.444,0.078,18.8,14.6,775.2,1.08,-23.43,1.085,0.005,373,20.38,54.57
4,BCW,middle,fine,2,E6,153,4.274,,1.243,36.22,29.14,118.63,-26.87,0.366,118.63,0.410,0.044,12.4,5.4,435.2,1.08,-26.87,1.082,0.002,362,6.08,16.78
4,BCW,middle,coarse,2,E7,154,5.095,,1.428,35.85,25.11,36.16,-26.44,0.366,36.16,0.379,0.013,14.3,1.9,134.5,1.08,-26.44,1.082,0.002,359,7.71,21.51
4,BCW,bottom,fine,2,E8,155,4.869,,1.208,32.80,27.14,0.20,-28.02,0.366,0.20,0.366,0.000,12.1,0.0,3.2,1.08,-28.02,1.080,0.000,328,1.35,4.10
4,BCW,bottom,coarse,2,E9,156,4.043,,1.079,36.87,34.18,0.08,-26.93,0.366,0.08,0.366,0.000,10.8,0.0,2.8,1.08,-26.93,1.082,0.002,369,5.96,16.15
4,BUD,top,fine,2,E10,157,4.173,,1.035,37.89,36.60,2167.84,-24.03,0.366,2167.84,1.151,0.785,10.4,81.3,7850.9,1.08,-24.03,1.085,0.005,379,18.17,47.96
4,BUD,top,coarse,2,E11,158,4.064,,1.358,37.87,27.89,442.53,-23.47,0.366,442.53,0.527,0.161,13.6,21.9,1614.8,1.08,-23.47,1.085,0.005,379,20.51,54.15
4,BUD,middle,fine,2,E12,159,4.767,,1.123,36.31,32.34,489.75,-25.59,0.366,489.75,0.545,0.179,11.2,20.1,1786.5,1.08,-25.59,1.083,0.003,363,11.19,30.81
4,BUD,middle,coarse,2,F1,160,4.49,,0.955,37.75,39.54,1060.39,-17.59,0.366,1060.39,0.752,0.386,9.5,36.8,3857.1,1.08,-17.59,1.092,0.012,377,44.83,118.75
4,BUD,bottom,fine,2,F2,161,4.354,,0.830,37.00,44.55,13.04,-27.03,0.366,13.04,0.371,0.005,8.3,0.4,50.1,1.08,-27.03,1.082,0.002,370,5.56,15.02
4,BUD,bottom,coarse,2,F3,162,4.188,,1.322,37.14,28.10,16.71,-26.24,0.366,16.71,0.372,0.006,13.2,0.8,63.5,1.08,-26.24,1.082,0.002,371,8.82,23.74
4,BUW,top,fine,2,F4,163,4.273,,1.348,39.70,29.44,135.31,-28.03,0.366,135.31,0.416,0.050,13.5,6.7,496.1,1.08,-28.03,1.080,0.000,397,1.60,4.03
4,BUW,top,coarse,2,F5,164,4.056,,1.546,38.89,25.15,49.45,-25.65,0.366,49.45,0.384,0.018,15.5,2.8,182.9,1.08,-25.65,1.083,0.003,389,11.74,30.18
4,BUW,middle,fine,2,F6,165,4.136,,1.190,36.47,30.64,157.69,-25.87,0.366,157.69,0.424,0.058,11.9,6.9,577.6,1.08,-25.87,1.083,0.003,365,10.14,27.80
4,BUW,middle,coarse,2,F7,166,4.688,,1.043,36.21,34.71,373.65,-22.12,0.366,373.65,0.502,0.136,10.4,14.2,1364.2,1.08,-22.12,1.087,0.007,362,24.99,69.01
4,BUW,bottom,fine,2,F8,167,4.228,,0.819,36.92,45.09,0.45,-26.20,0.366,0.45,0.366,0.000,8.2,0.0,4.2,1.08,-26.20,1.082,0.002,369,8.91,24.13
4,BUW,bottom,coarse,2,F9,168,4.21,,0.667,36.79,55.19,3.83,-26.41,0.366,3.83,0.368,0.002,6.7,0.1,16.5,1.08,-26.41,1.082,0.002,368,8.05,21.87
4,SCD,top,fine,2,F10,169,4.331,,1.264,40.43,31.99,110.24,-28.42,0.366,110.24,0.406,0.040,12.6,5.1,404.6,1.08,-28.42,1.080,0.000,404,-0.10,-0.25
4,SCD,top,coarse,2,F11,170,4.07,,1.264,41.20,32.58,60.68,-28.33,0.366,60.68,0.388,0.022,12.6,2.8,223.9,1.08,-28.33,1.080,0.000,412,0.28,0.68
4,SCD,middle,fine,2,F12,171,4.791,,1.360,38.79,28.53,450.91,-24.07,0.366,450.91,0.531,0.165,13.6,22.4,1645.2,1.08,-24.07,1.085,0.005,388,18.43,47.52
4,SCD,middle,coarse,2,G1,172,4.641,,1.200,37.39,31.16,339.16,-23.04,0.366,339.16,0.490,0.124,12.0,14.9,1238.6,1.08,-23.04,1.086,0.006,374,22.03,58.91
4,SCD,bottom,fine,2,G2,173,4.191,,1.439,38.51,26.77,-6.77,-28.27,0.366,-6.77,0.364,-0.002,14.4,-0.3,-22.2,1.08,-28.27,1.080,0.000,385,0.54,1.39
4,SCD,bottom,coarse,2,G3,174,4.27,,0.783,37.59,48.03,6.95,-26.88,0.366,6.95,0.369,0.003,7.8,0.2,27.9,1.08,-26.88,1.082,0.002,376,6.28,16.69
4,SCW,top,fine,2,G4,175,4.308,,1.095,41.29,37.70,310.66,-26.21,0.366,310.66,0.479,0.113,11.0,12.4,1134.9,1.08,-26.21,1.082,0.002,413,9.94,24.08
4,SCW,top,coarse,2,G5,176,4.868,,1.051,40.35,38.40,128.40,-28.36,0.366,128.40,0.413,0.047,10.5,4.9,470.9,1.08,-28.36,1.080,0.000,403,0.16,0.40
4,SCW,middle,fine,2,G6,177,4.96,,1.277,37.98,29.73,814.27,-20.00,0.366,814.27,0.663,0.297,12.8,37.9,2965.1,1.08,-20.00,1.089,0.009,380,35.06,92.33
4,SCW,middle,coarse,2,G7,178,4.766,,1.003,39.00,38.90,460.35,-23.98,0.366,460.35,0.534,0.168,10.0,16.8,1679.6,1.08,-23.98,1.085,0.005,390,18.96,48.60
4,SCW,bottom,fine,2,G8,179,4.215,,0.841,37.04,44.02,-0.29,-25.90,0.366,-0.29,0.366,0.000,8.4,0.0,1.5,1.08,-25.90,1.083,0.003,370,10.16,27.43
4,SCW,bottom,coarse,2,G9,180,4.393,,0.804,35.62,44.32,1.26,-25.73,0.366,1.26,0.367,0.001,8.0,0.1,7.1,1.08,-25.73,1.083,0.003,356,10.42,29.26
4,SUD,top,fine,2,G10,181,4.106,,1.288,38.65,30.00,349.92,-24.19,0.366,349.92,0.494,0.128,12.9,16.5,1277.8,1.08,-24.19,1.085,0.005,386,17.88,46.26
4,SUD,top,coarse,2,G11,182,5.112,,1.106,38.81,35.08,305.89,-25.75,0.366,305.89,0.478,0.112,11.1,12.4,1117.5,1.08,-25.75,1.083,0.003,388,11.27,29.05
4,SUD,middle,fine,2,G12,183,4.681,,1.063,36.81,34.62,261.75,-25.28,0.366,261.75,0.462,0.096,10.6,10.2,956.8,1.08,-25.28,1.083,0.003,368,12.63,34.31
4,SUD,middle,coarse,2,H1,184,4.594,,1.230,37.90,30.82,5.35,-26.35,0.366,5.35,0.368,0.002,12.3,0.3,22.1,1.08,-26.35,1.082,0.002,379,8.52,22.49
4,SUD,bottom,fine,2,H2,185,4.166,,1.154,35.72,30.96,-6.56,-27.90,0.366,-6.56,0.364,-0.002,11.5,-0.2,-21.4,1.08,-27.90,1.081,0.001,357,1.94,5.43
4,SUD,bottom,coarse,2,H3,186,4.386,,0.705,36.37,51.61,8.15,-27.10,0.366,8.15,0.369,0.003,7.0,0.2,32.3,1.08,-27.10,1.081,0.001,364,5.18,14.24
4,SUW,top,fine,2,H4,187,4.515,,1.394,39.27,28.17,617.89,-23.26,0.366,617.89,0.591,0.225,13.9,31.4,2252.2,1.08,-23.26,1.086,0.006,393,22.17,56.46
4,SUW,top,coarse,2,H5,188,4.104,,1.014,41.45,40.89,182.65,-28.08,0.366,182.65,0.433,0.067,10.1,6.8,668.6,1.08,-28.08,1.080,0.000,415,1.43,3.44
