nr,run,treatment,layer,LOI,tray,well,6-8mg,beriget,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr
95,2,SCW,middle,18.29025845,1,H11,6.168,1,,227,EliseLabSoil_tray1_95.raw,2.76358875,74.31167578,2.13282975,-24.65191283,6.168,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.032217253,0.566805354,0.522329005,9.189451269,17.59322415,74.22005593,-25.113559
96,2,SCW,bottom,,1,H12,6.552,1,,228,EliseLabSoil_tray1_96.raw,2.8945385,0.624744735,1.814782,-25.33983232,6.552,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.033743834,0.482283293,0.515015777,7.360856114,14.29248663,0.533124886,-25.8014785
97,3,SCW,top,,2,A1,7.072,1,,232,EliseLabSoil_tray2_1.raw,6.816676,233.2615602,5.5334765,-24.83422042,7.072,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.079467169,1.470536553,1.123687351,20.79378609,18.50495698,233.1699404,-25.2958666
98,3,SCW,middle,17.16981132,2,A2,8.144,1,,233,EliseLabSoil_tray2_2.raw,2.15972575,40.00954505,1.558115125,-24.95047874,8.144,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.025177563,0.414073367,0.309154757,5.084397922,16.44612547,39.9179252,-25.41212491
99,3,SCW,bottom,,2,A3,8.498,1,,234,EliseLabSoil_tray2_3.raw,1.21799825,2.88103934,0.670868313,-23.82958046,8.498,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.014199131,0.178285094,0.167087911,2.097965328,12.55605695,2.789419492,-24.29122664
100,4,SCW,top,,2,A4,6.118,1,,235,EliseLabSoil_tray2_4.raw,5.3152565,160.6525305,6.3092005,-26.93514142,6.118,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.061963982,1.676687333,1.012814352,27.40580799,27.05906363,160.5609106,-27.3967876
101,4,SCW,middle,20.95808383,2,A5,7.763,1,,236,EliseLabSoil_tray2_5.raw,3.67287275,88.65700818,2.98193325,-25.59941654,7.763,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.042817467,0.792456938,0.551558254,10.2081275,18.50779573,88.56538833,-26.06106271
102,4,SCW,bottom,,2,A6,6.648,1,,237,EliseLabSoil_tray2_6.raw,0.940779313,2.640457928,0.515495156,-22.37114922,6.648,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.010967379,0.136994251,0.164972608,2.060683683,12.49106569,2.548838079,-22.83279539
103,5,SCW,top,,2,A7,7.686,1,,238,EliseLabSoil_tray2_7.raw,6.4346975,237.0142755,5.9463845,-25.65108078,7.686,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.075014156,1.580267986,0.975984335,20.5603433,21.06626362,236.9226556,-26.11272695
104,5,SCW,middle,14.97005988,2,A8,8.074,1,,239,EliseLabSoil_tray2_8.raw,3.3226285,96.07453894,2.57734375,-24.41115539,8.074,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.038734404,0.684936169,0.479742433,8.48323221,17.68288905,95.98291909,-24.87280156
105,5,SCW,bottom,,2,A9,6.065,1,,240,EliseLabSoil_tray2_9.raw,2.25703125,0.500966767,1.382534125,-25.67010072,6.065,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.026311928,0.367412235,0.433832276,6.057909886,13.96371415,0.409346918,-26.1317469
106,6,SCW,top,,2,A10,6.119,1,,241,EliseLabSoil_tray2_10.raw,5.876438,339.1886275,6.5307605,-24.07522629,6.119,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.068506101,1.73556751,1.119563671,28.36358082,25.33449554,339.0970076,-24.53687246
107,6,SCW,middle,18.4,2,A11,7.168,1,,242,EliseLabSoil_tray2_11.raw,3.10361725,80.853675,2.50172975,-24.99212284,7.168,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.036181224,0.664841541,0.504760373,9.275133102,18.37531946,80.76205515,-25.45376901
108,6,SCW,bottom,,2,A12,7.831,1,,243,EliseLabSoil_tray2_12.raw,2.027484875,9.404516643,1.340008125,-25.17897534,7.831,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.023635931,0.356110834,0.301825196,4.547450307,15.06650329,9.312896795,-25.64062152
,,,,,,,2.041,,PEACH,244,peach 2041u.raw,4.995416,2.444309493,3.59498575,-24.96233262,2.041,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.058235358,0.95537732,2.853275767,46.80927587,16.40545103,2.352689645,-25.42397879
112,2,SUD,top,,2,B4,6.872,1,,245,EliseLabSoil_tray2_16.raw,5.497385,240.2069715,5.585459,-24.20657987,6.872,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.064087192,1.484351045,0.932584288,21.5999861,23.16143041,240.1153516,-24.66822605
113,2,SUD,middle,15.53784861,2,B5,6.672,1,,246,EliseLabSoil_tray2_17.raw,2.1353145,26.62900472,1.566653625,-24.41321477,6.672,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.024892983,0.416342497,0.373096267,6.240145333,16.72529555,26.53738487,-24.87486095
114,2,SUD,bottom,,2,B6,6.113,1,,247,EliseLabSoil_tray2_18.raw,2.049021,10.03910461,1.3269975,-24.96988548,6.113,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.023886994,0.352653224,0.390757305,5.768906007,14.763399,9.947484758,-25.43153166
115,3,SUD,top,,2,B7,6.792,1,,248,EliseLabSoil_tray2_19.raw,6.911443,190.5035492,5.958249,-24.23672707,6.792,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.08057194,1.583421009,1.186277096,23.31303017,19.65226358,190.4119294,-24.69837324
116,3,SUD,middle,14.31411531,2,B8,7.329,1,,249,EliseLabSoil_tray2_20.raw,2.53415025,68.86295828,1.78611,-24.24338925,7.329,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.029542514,0.47466363,0.403090656,6.476512894,16.06713725,68.77133844,-24.70503542
117,3,SUD,bottom,,2,B9,7.214,1,,250,EliseLabSoil_tray2_21.raw,1.10296625,24.03371875,0.640136188,-25.03582817,7.214,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.012858115,0.170117947,0.17823836,2.358163946,13.23039522,23.9420989,-25.49747435
118,4,SUD,top,,2,B10,7.133,1,,251,EliseLabSoil_tray2_22.raw,6.285136,235.0361245,5.649947,-23.1788725,7.133,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.073270604,1.501488907,1.027206,21.04989356,20.49237792,234.9445046,-23.64051867
119,4,SUD,middle,13,2,B11,6.053,1,,252,EliseLabSoil_tray2_23.raw,2.51963225,25.87846109,1.811086625,-25.08879026,6.053,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.029373267,0.481301237,0.485267914,7.951449472,16.38568973,25.78684124,-25.55043644
120,4,SUD,bottom,,2,B12,6.643,1,,253,EliseLabSoil_tray2_24.raw,1.9507005,14.61776887,1.399916375,-25.47457262,6.643,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.022740797,0.372031615,0.342327221,5.60035549,16.35965574,14.52614902,-25.93621879
121,5,SUD,top,,2,C1,6.382,1,,254,EliseLabSoil_tray2_25.raw,5.567976,238.430736,5.441501,-23.90027802,6.382,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.064910125,1.446093811,1.017081247,22.65894408,22.27840121,238.3391162,-24.3619242
122,5,SUD,middle,19.92031873,2,C2,6.393,1,,255,EliseLabSoil_tray2_26.raw,3.0079745,58.65944671,2.70137925,-24.45247836,6.393,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.035066243,0.717898943,0.548509985,11.2294532,20.47265046,58.56782687,-24.91412454
123,5,SUD,bottom,,2,C3,6.271,1,,256,EliseLabSoil_tray2_27.raw,2.21973375,12.56068077,1.572625875,-24.81801104,6.271,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.025877122,0.417929638,0.41264746,6.664481556,16.15054543,12.46906092,-25.27965722
124,6,SUD,top,,2,C4,6.418,1,,257,EliseLabSoil_tray2_28.raw,5.810816,391.8433212,6.687015,-22.59766887,6.418,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.067741096,1.777092572,1.055486063,27.68919557,26.23359659,391.7517013,-23.05931504
125,6,SUD,middle,17.1314741,2,C5,7.477,1,,258,EliseLabSoil_tray2_29.raw,3.2525105,30.87195416,2.5418505,-25.71619781,7.477,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.037916985,0.67550374,0.507114956,9.034422096,17.81533358,30.78033431,-26.17784398
126,6,SUD,bottom,,2,C6,8.348,1,,259,EliseLabSoil_tray2_30.raw,2.020772125,15.77130582,1.36195625,-24.60031699,8.348,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.023557675,0.361943608,0.282195442,4.335692476,15.36414781,15.67968597,-25.06196317
,,,,,,,2.361,,PEACH,260,peach 2361u.raw,5.840347,3.233605543,4.11042,-24.73132818,2.361,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.068085361,1.092355386,2.883750987,46.26664065,16.04390978,3.141985695,-25.19297436
130,2,SUW,top,,2,C10,6.139,1,,261,EliseLabSoil_tray2_34.raw,5.093884,318.0206796,5.1462035,-23.12611021,6.139,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.059383275,1.367617691,0.967311853,22.27753202,23.03035154,317.9290597,-23.58775638
131,2,SUW,middle,16.46586345,2,C11,7.288,1,,262,EliseLabSoil_tray2_35.raw,2.468941,36.63564118,2.17529775,-25.25907167,7.288,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.02878232,0.578091342,0.394927558,7.932098541,20.08494566,36.54402133,-25.72071784
132,2,SUW,bottom,,2,C12,6.319,1,,263,EliseLabSoil_tray2_36.raw,1.6201875,4.609399762,1.036782938,-25.27278723,6.319,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.018887756,0.275527908,0.298904198,4.360308727,14.58764635,4.517779914,-25.73443341
133,3,SUW,top,,2,D1,6.253,1,,264,EliseLabSoil_tray2_37.raw,6.182669,468.1008793,6.0099215,-21.12214319,6.253,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.072076068,1.597153118,1.152663815,25.54218963,22.15927081,468.0092594,-21.58378936
134,3,SUW,middle,27.65531062,2,D2,6.925,1,,265,EliseLabSoil_tray2_38.raw,5.2917095,23.51627356,4.031094,-26.06569921,6.925,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.061689477,1.071274284,0.890822769,15.46966475,17.36559199,23.42465371,-26.52734538
135,3,SUW,bottom,,2,D3,6.944,1,,266,EliseLabSoil_tray2_39.raw,2.33323925,15.95203146,1.553387875,-25.68477555,6.944,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.027200342,0.412817087,0.391709995,5.944946532,15.17690793,15.86041161,-26.14642172
136,4,SUW,top,,2,D4,6.441,1,,267,EliseLabSoil_tray2_40.raw,6.626534,214.0764908,5.587265,-23.72654253,6.441,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.07725054,1.484830994,1.199356308,23.05280227,19.22097889,213.984871,-24.1881887
137,4,SUW,middle,15.30815109,2,D5,7.445,1,,268,EliseLabSoil_tray2_41.raw,2.52637325,67.66324585,2.036708375,-24.64748727,7.445,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.029451852,0.541260835,0.395592368,7.27012539,18.37782015,67.571626,-25.10913344
138,4,SUW,bottom,,2,D6,7.084,1,,269,EliseLabSoil_tray2_42.raw,1.105903375,14.92129181,0.659769625,-25.46390197,7.084,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.012892356,0.175335587,0.181992597,2.475092983,13.59996516,14.82967197,-25.92554815
139,5,SUW,top,,2,D7,6.192,1,,270,EliseLabSoil_tray2_43.raw,5.6823125,127.5531858,4.8768975,-25.15471482,6.192,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.066243033,1.296048883,1.069816418,20.93102201,19.56505963,127.4615659,-25.616361
140,5,SUW,middle,22.8,2,D8,6.428,1,,271,EliseLabSoil_tray2_44.raw,3.781225,64.74730481,3.564102,-24.25923085,6.428,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.044080612,0.947169879,0.685759361,14.73506346,21.48722176,64.65568496,-24.72087703
141,5,SUW,bottom,,2,D9,6.419,1,,272,EliseLabSoil_tray2_45.raw,4.0764275,-1.510132384,2.7343255,-25.72032463,6.419,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.047522011,0.726654499,0.740333564,11.3203692,15.29090366,-1.601752233,-26.18197081
142,6,SUW,top,,2,D10,8.409,1,,273,EliseLabSoil_tray2_46.raw,7.6491545,79.05040007,6.509561,-27.16123632,8.409,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.089172004,1.729933685,1.060435291,20.57240677,19.39996427,78.95878022,-27.62288249
143,6,SUW,middle,20.35928144,2,D11,6.303,1,,274,EliseLabSoil_tray2_47.raw,3.04986125,72.78248211,2.43754775,-24.65222203,6.303,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.035554549,0.647784998,0.564089307,10.27740756,18.21946886,72.69086226,-25.1138682
144,6,SUW,bottom,,2,D12,7.011,1,,275,EliseLabSoil_tray2_48.raw,2.882159,0.373284414,1.887517375,-25.78522915,7.011,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.033599517,0.501612918,0.479240001,7.154655797,14.92917072,0.281664566,-26.24687532
145,2,BCD,top_poop,,2,E1,6.341,1,,276,EliseLabSoil_tray2_49.raw,8.574139,6.684955617,7.2305125,-29.79087542,6.341,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.09995525,1.921528523,1.576332605,30.30324117,19.22388782,6.593335768,-30.25252159
146,2,BCW,top_poop,,2,E2,7.479,1,,277,EliseLabSoil_tray2_50.raw,19.587158,131.9151862,8.954591,-28.93915893,7.479,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.228342378,2.379707112,3.053113752,31.81852001,10.42166214,131.8235663,-29.4008051
147,3,BUD,top_poop,,2,E3,6.608,1,,278,EliseLabSoil_tray2_51.raw,9.429651,18.47919511,7.236873,-28.3413107,6.608,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.109928604,1.923218843,1.663568457,29.10440138,17.49516304,18.38757526,-28.80295688
148,4,SCW,top_poop,,2,E4,6.152,1,,279,EliseLabSoil_tray2_52.raw,8.830666,325.6611047,7.3778725,-23.22388944,6.152,3.758303639,2.071619848,2.689876417,-25.56835382,1.553666667,1.553666667,0.01165776,0.265752742,0.102945781,1.960689847,1.673370946,31.87077124,19.04584953,325.5694848,-23.68553561
,,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEACH,131,peach 1324u.raw,3.12,2.11,2.26,-25.7,1.324,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.036,0.601,2.744,45.38,16.54,2.02,-26.16
,,,,,,,,,PEACH,144,peach 1441u.raw,3.39,2.55,2.47,-25.86,1.441,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.04,0.656,2.744,45.5,16.59,2.45,-26.32
,,,,,,,,,PEACH,145,peach 1310 eft ASH RED.raw,3.16,0.32,2.26,-25.75,1.31,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.037,0.601,2.815,45.85,16.29,0.23,-26.21
,,,,,,,,,PEACH,161,peach 1224u.raw,2.99,1.91,2.13,-25.64,1.224,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.035,0.567,2.844,46.3,16.28,1.82,-26.1
,,,,,,,,,PEACH,177,peach 1342u.raw,3.27,1.97,2.33,-25.85,1.342,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.038,0.619,2.844,46.09,16.2,1.88,-26.31
,,,,,,,,,PEACH,209,peach 1493u.raw,3.6,2.05,2.58,-25.8,1.493,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.042,0.685,2.808,45.87,16.33,1.96,-26.26
,,,,,,,,,PEACH,225,peach 1447u.raw,3.46,2.05,2.48,-25.82,1.447,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.04,0.659,2.789,45.52,16.32,1.96,-26.28
,,,,,,,,,PEACH,244,peach 2041u.raw,5,2.44,3.59,-24.96,2.041,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.058,0.955,2.853,46.81,16.41,2.35,-25.42
,,,,,,,,,PEACH,260,peach 2361u.raw,5.84,3.23,4.11,-24.73,2.361,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.068,1.092,2.884,46.27,16.04,3.14,-25.19
,,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEACH,,,3.76,2.07,2.69,-25.57,1.55,3.76,2.07,2.69,-25.57,1.55,1.55,0.0117,0.2658,0.044,0.715,2.82,46.01,16.32,1.98,-26.03
