run;date;hrs_after_incubation;pipe_nr;treatment;tinytag;minute;ppm;
1;14.10.2025;36;12;BCD;D;ppm_1;643;
1;14.10.2025;36;12;BCD;D;ppm_2;650;
1;14.10.2025;36;12;BCD;D;ppm_3;657;
1;14.10.2025;36;12;BCD;D;ppm_4;664;
1;14.10.2025;36;12;BCD;D;ppm_5;671;
1;14.10.2025;36;12;BCD;D;ppm_6;677;
1;14.10.2025;36;13;SUW;E;ppm _room;620;
1;14.10.2025;36;13;SUW;E;ppm_0;618;
1;14.10.2025;36;13;SUW;E;ppm_1;680;
1;14.10.2025;36;13;SUW;E;ppm_2;727;
1;14.10.2025;36;13;SUW;E;ppm_3;769;
1;14.10.2025;36;13;SUW;E;ppm_4;807;
1;14.10.2025;36;13;SUW;E;ppm_5;842;
1;14.10.2025;36;13;SUW;E;ppm_6;875;
1;14.10.2025;36;16;SCD;F;ppm _room;637;
1;14.10.2025;36;16;SCD;F;ppm_0;638;
1;14.10.2025;36;16;SCD;F;ppm_1;668;
1;14.10.2025;36;16;SCD;F;ppm_2;714;
1;14.10.2025;36;16;SCD;F;ppm_3;744;
1;14.10.2025;36;16;SCD;F;ppm_4;770;
1;14.10.2025;36;16;SCD;F;ppm_5;795;
1;14.10.2025;36;16;SCD;F;ppm_6;820;
1;14.10.2025;36;15;SUD;G;ppm _room;654;
1;14.10.2025;36;15;SUD;G;ppm_0;658;
1;14.10.2025;36;15;SUD;G;ppm_1;693;
1;14.10.2025;36;15;SUD;G;ppm_2;724;
1;14.10.2025;36;15;SUD;G;ppm_3;753;
1;14.10.2025;36;15;SUD;G;ppm_4;778;
1;14.10.2025;36;15;SUD;G;ppm_5;803;
1;14.10.2025;36;15;SUD;G;ppm_6;827;
1;14.10.2025;36;11;BUD;H;ppm _room;661;
1;14.10.2025;36;11;BUD;H;ppm_0;653;
1;14.10.2025;36;11;BUD;H;ppm_1;676;
1;14.10.2025;36;11;BUD;H;ppm_2;690;
1;14.10.2025;36;11;BUD;H;ppm_3;703;
1;14.10.2025;36;11;BUD;H;ppm_4;716;
1;14.10.2025;36;11;BUD;H;ppm_5;727;
1;14.10.2025;36;11;BUD;H;ppm_6;739;
1;15.10.2025;48;14;SCW;A;ppm _room;675;
1;15.10.2025;48;14;SCW;A;ppm_0;677;
1;15.10.2025;48;14;SCW;A;ppm_1;731;
1;15.10.2025;48;14;SCW;A;ppm_2;773;
1;15.10.2025;48;14;SCW;A;ppm_3;805;
1;15.10.2025;48;14;SCW;A;ppm_4;834;
1;15.10.2025;48;14;SCW;A;ppm_5;862;
1;15.10.2025;48;14;SCW;A;ppm_6;887;
1;15.10.2025;48;9;BUW;B;ppm _room;701;
1;15.10.2025;48;9;BUW;B;ppm_0;699;
1;15.10.2025;48;9;BUW;B;ppm_1;715;
1;15.10.2025;48;9;BUW;B;ppm_2;729;
1;15.10.2025;48;9;BUW;B;ppm_3;743;
1;15.10.2025;48;9;BUW;B;ppm_4;757;
1;15.10.2025;48;9;BUW;B;ppm_5;770;
1;15.10.2025;48;9;BUW;B;ppm_6;782;
1;15.10.2025;48;10;BCW;C;ppm _room;673;
1;15.10.2025;48;10;BCW;C;ppm_0;688;
1;15.10.2025;48;10;BCW;C;ppm_1;698;
1;15.10.2025;48;10;BCW;C;ppm_2;709;
1;15.10.2025;48;10;BCW;C;ppm_3;720;
1;15.10.2025;48;10;BCW;C;ppm_4;731;
1;15.10.2025;48;10;BCW;C;ppm_5;742;
1;15.10.2025;48;10;BCW;C;ppm_6;753;
1;15.10.2025;48;12;BCD;D;ppm _room;752;
1;15.10.2025;48;12;BCD;D;ppm_0;753;
1;15.10.2025;48;12;BCD;D;ppm_1;760;
1;15.10.2025;48;12;BCD;D;ppm_2;765;
1;15.10.2025;48;12;BCD;D;ppm_3;770;
1;15.10.2025;48;12;BCD;D;ppm_4;775;
1;15.10.2025;48;12;BCD;D;ppm_5;780;
1;15.10.2025;48;12;BCD;D;ppm_6;785;
1;15.10.2025;48;13;SUW;E;ppm _room;730;
1;15.10.2025;48;13;SUW;E;ppm_0;733;
1;15.10.2025;48;13;SUW;E;ppm_1;777;
1;15.10.2025;48;13;SUW;E;ppm_2;816;
1;15.10.2025;48;13;SUW;E;ppm_3;853;
1;15.10.2025;48;13;SUW;E;ppm_4;885;
1;15.10.2025;48;13;SUW;E;ppm_5;914;
1;15.10.2025;48;13;SUW;E;ppm_6;944;
1;15.10.2025;48;16;SCD;F;ppm _room;701;
1;15.10.2025;48;16;SCD;F;ppm_0;700;
1;15.10.2025;48;16;SCD;F;ppm_1;743;
1;15.10.2025;48;16;SCD;F;ppm_2;777;
1;15.10.2025;48;16;SCD;F;ppm_3;804;
1;15.10.2025;48;16;SCD;F;ppm_4;833;
1;15.10.2025;48;16;SCD;F;ppm_5;859;
1;15.10.2025;48;16;SCD;F;ppm_6;882;
1;15.10.2025;48;15;SUD;G;ppm _room;736;
1;15.10.2025;48;15;SUD;G;ppm_0;736;
1;15.10.2025;48;15;SUD;G;ppm_1;766;
1;15.10.2025;48;15;SUD;G;ppm_2;797;
1;15.10.2025;48;15;SUD;G;ppm_3;823;
1;15.10.2025;48;15;SUD;G;ppm_4;849;
1;15.10.2025;48;15;SUD;G;ppm_5;873;
1;15.10.2025;48;15;SUD;G;ppm_6;897;919
1;15.10.2025;48;11;BUD;H;ppm _room;767;
1;15.10.2025;48;11;BUD;H;ppm_0;764;
1;15.10.2025;48;11;BUD;H;ppm_1;790;
1;15.10.2025;48;11;BUD;H;ppm_2;801;
1;15.10.2025;48;11;BUD;H;ppm_3;810;
1;15.10.2025;48;11;BUD;H;ppm_4;820;
1;15.10.2025;48;11;BUD;H;ppm_5;830;
1;15.10.2025;48;11;BUD;H;ppm_6;840;
1;15.10.2025;54;14;SCW;A;ppm _room;765;
1;15.10.2025;54;14;SCW;A;ppm_0;784;
1;15.10.2025;54;14;SCW;A;ppm_1;811;
1;15.10.2025;54;14;SCW;A;ppm_2;835;
1;15.10.2025;54;14;SCW;A;ppm_3;858;
1;15.10.2025;54;14;SCW;A;ppm_4;880;
1;15.10.2025;54;14;SCW;A;ppm_5;901;
1;15.10.2025;54;14;SCW;A;ppm_6;923;
1;15.10.2025;54;9;BUW;B;ppm _room;776;
1;15.10.2025;54;9;BUW;B;ppm_0;778;
1;15.10.2025;54;9;BUW;B;ppm_1;789;
1;15.10.2025;54;9;BUW;B;ppm_2;800;
1;15.10.2025;54;9;BUW;B;ppm_3;811;
1;15.10.2025;54;9;BUW;B;ppm_4;821;
1;15.10.2025;54;9;BUW;B;ppm_5;832;
1;15.10.2025;54;9;BUW;B;ppm_6;843;
1;15.10.2025;54;10;BCW;C;ppm _room;764;
1;15.10.2025;54;10;BCW;C;ppm_0;768;
1;15.10.2025;54;10;BCW;C;ppm_1;780;
1;15.10.2025;54;10;BCW;C;ppm_2;791;
1;15.10.2025;54;10;BCW;C;ppm_3;802;
1;15.10.2025;54;10;BCW;C;ppm_4;812;
1;15.10.2025;54;10;BCW;C;ppm_5;823;
1;15.10.2025;54;10;BCW;C;ppm_6;833;
1;15.10.2025;54;12;BCD;D;ppm _room;746;
1;15.10.2025;54;12;BCD;D;ppm_0;751;
1;15.10.2025;54;12;BCD;D;ppm_1;760;
1;15.10.2025;54;12;BCD;D;ppm_2;765;
1;15.10.2025;54;12;BCD;D;ppm_3;771;
1;15.10.2025;54;12;BCD;D;ppm_4;777;
1;15.10.2025;54;12;BCD;D;ppm_5;783;
1;15.10.2025;54;12;BCD;D;ppm_6;789;
1;15.10.2025;54;13;SUW;E;ppm _room;720;
1;15.10.2025;54;13;SUW;E;ppm_0;720;
1;15.10.2025;54;13;SUW;E;ppm_1;770;
1;15.10.2025;54;13;SUW;E;ppm_2;816;
1;15.10.2025;54;13;SUW;E;ppm_3;858;
1;15.10.2025;54;13;SUW;E;ppm_4;896;
1;15.10.2025;54;13;SUW;E;ppm_5;932;
1;15.10.2025;54;13;SUW;E;ppm_6;966;
1;15.10.2025;54;16;SCD;F;ppm _room;666;
1;15.10.2025;54;16;SCD;F;ppm_0;664;
1;15.10.2025;54;16;SCD;F;ppm_1;715;
1;15.10.2025;54;16;SCD;F;ppm_2;752;
1;15.10.2025;54;16;SCD;F;ppm_3;783;
1;15.10.2025;54;16;SCD;F;ppm_4;812;
1;15.10.2025;54;16;SCD;F;ppm_5;839;
1;15.10.2025;54;16;SCD;F;ppm_6;864;
1;15.10.2025;54;15;SUD;G;ppm _room;647;
1;15.10.2025;54;15;SUD;G;ppm_0;649;
1;15.10.2025;54;15;SUD;G;ppm_1;684;
1;15.10.2025;54;15;SUD;G;ppm_2;721;
1;15.10.2025;54;15;SUD;G;ppm_3;754;
1;15.10.2025;54;15;SUD;G;ppm_4;783;
1;15.10.2025;54;15;SUD;G;ppm_5;812;
1;15.10.2025;54;15;SUD;G;ppm_6;838;
1;15.10.2025;54;11;BUD;H;ppm _room;637;
1;15.10.2025;54;11;BUD;H;ppm_0;636;
1;15.10.2025;54;11;BUD;H;ppm_1;664;
1;15.10.2025;54;11;BUD;H;ppm_2;680;
1;15.10.2025;54;11;BUD;H;ppm_3;694;
1;15.10.2025;54;11;BUD;H;ppm_4;709;
1;15.10.2025;54;11;BUD;H;ppm_5;722;
1;15.10.2025;54;11;BUD;H;ppm_6;735;
1;15.10.2025;60;14;SCW;A;ppm _room;663;
1;15.10.2025;60;14;SCW;A;ppm_0;668;
1;15.10.2025;60;14;SCW;A;ppm_1;702;
1;15.10.2025;60;14;SCW;A;ppm_2;730;
1;15.10.2025;60;14;SCW;A;ppm_3;754;
1;15.10.2025;60;14;SCW;A;ppm_4;777;
1;15.10.2025;60;14;SCW;A;ppm_5;798;
1;15.10.2025;60;14;SCW;A;ppm_6;820;
1;15.10.2025;60;9;BUW;B;ppm _room;656;
1;15.10.2025;60;9;BUW;B;ppm_0;655;
1;15.10.2025;60;9;BUW;B;ppm_1;670;
1;15.10.2025;60;9;BUW;B;ppm_2;681;
1;15.10.2025;60;9;BUW;B;ppm_3;694;
1;15.10.2025;60;9;BUW;B;ppm_4;706;
1;15.10.2025;60;9;BUW;B;ppm_5;716;
1;15.10.2025;60;9;BUW;B;ppm_6;728;
1;15.10.2025;60;10;BCW;C;ppm _room;622;
1;15.10.2025;60;10;BCW;C;ppm_0;623;
1;15.10.2025;60;10;BCW;C;ppm_1;641;
1;15.10.2025;60;10;BCW;C;ppm_2;648;
1;15.10.2025;60;10;BCW;C;ppm_3;665;
1;15.10.2025;60;10;BCW;C;ppm_4;675;
1;15.10.2025;60;10;BCW;C;ppm_5;686;
1;15.10.2025;60;10;BCW;C;ppm_6;697;
1;15.10.2025;60;12;BCD;D;ppm _room;632;
1;15.10.2025;60;12;BCD;D;ppm_0;633;
1;15.10.2025;60;12;BCD;D;ppm_1;643;
1;15.10.2025;60;12;BCD;D;ppm_2;651;
1;15.10.2025;60;12;BCD;D;ppm_3;658;
1;15.10.2025;60;12;BCD;D;ppm_4;667;
1;15.10.2025;60;12;BCD;D;ppm_5;674;
1;15.10.2025;60;12;BCD;D;ppm_6;681;
1;15.10.2025;60;13;SUW;E;ppm _room;611;
1;15.10.2025;60;13;SUW;E;ppm_0;612;
1;15.10.2025;60;13;SUW;E;ppm_1;659;
1;15.10.2025;60;13;SUW;E;ppm_2;702;
1;15.10.2025;60;13;SUW;E;ppm_3;741;
1;15.10.2025;60;13;SUW;E;ppm_4;776;
1;15.10.2025;60;13;SUW;E;ppm_5;809;
1;15.10.2025;60;13;SUW;E;ppm_6;840;
1;15.10.2025;60;16;SCD;F;ppm _room;592;
1;15.10.2025;60;16;SCD;F;ppm_0;599;
1;15.10.2025;60;16;SCD;F;ppm_1;651;
1;15.10.2025;60;16;SCD;F;ppm_2;684;
1;15.10.2025;60;16;SCD;F;ppm_3;716;
1;15.10.2025;60;16;SCD;F;ppm_4;743;
1;15.10.2025;60;16;SCD;F;ppm_5;769;
1;15.10.2025;60;16;SCD;F;ppm_6;794;
1;15.10.2025;60;15;SUD;G;ppm _room;607;
1;15.10.2025;60;15;SUD;G;ppm_0;608;
1;15.10.2025;60;15;SUD;G;ppm_1;641;
1;15.10.2025;60;15;SUD;G;ppm_2;675;
1;15.10.2025;60;15;SUD;G;ppm_3;705;
1;15.10.2025;60;15;SUD;G;ppm_4;733;
1;15.10.2025;60;15;SUD;G;ppm_5;759;
1;15.10.2025;60;15;SUD;G;ppm_6;783;
1;15.10.2025;60;11;BUD;H;ppm _room;691;
1;15.10.2025;60;11;BUD;H;ppm_0;698;
1;15.10.2025;60;11;BUD;H;ppm_1;707;
1;15.10.2025;60;11;BUD;H;ppm_2;718;
1;15.10.2025;60;11;BUD;H;ppm_3;727;
1;15.10.2025;60;11;BUD;H;ppm_4;736;
1;15.10.2025;60;11;BUD;H;ppm_5;745;
1;15.10.2025;60;11;BUD;H;ppm_6;756;
1;16.10.2025;72;14;SCW;A;ppm _room;851;
1;16.10.2025;72;14;SCW;A;ppm_0;867;
1;16.10.2025;72;14;SCW;A;ppm_1;909;
1;16.10.2025;72;14;SCW;A;ppm_2;943;
1;16.10.2025;72;14;SCW;A;ppm_3;972;
1;16.10.2025;72;14;SCW;A;ppm_4;998;
1;16.10.2025;72;14;SCW;A;ppm_5;1021;
1;16.10.2025;72;14;SCW;A;ppm_6;1044;
1;16.10.2025;72;9;BUW;B;ppm _room;851;
1;16.10.2025;72;9;BUW;B;ppm_0;855;
1;16.10.2025;72;9;BUW;B;ppm_1;870;
1;16.10.2025;72;9;BUW;B;ppm_2;884;
1;16.10.2025;72;9;BUW;B;ppm_3;897;
1;16.10.2025;72;9;BUW;B;ppm_4;911;
1;16.10.2025;72;9;BUW;B;ppm_5;922;
1;16.10.2025;72;9;BUW;B;ppm_6;933;
1;16.10.2025;72;10;BCW;C;ppm _room;949;
1;16.10.2025;72;10;BCW;C;ppm_0;956;
1;16.10.2025;72;10;BCW;C;ppm_1;954;
1;16.10.2025;72;10;BCW;C;ppm_2;958;
1;16.10.2025;72;10;BCW;C;ppm_3;965;
1;16.10.2025;72;10;BCW;C;ppm_4;972;
1;16.10.2025;72;10;BCW;C;ppm_5;976;
1;16.10.2025;72;10;BCW;C;ppm_6;985;
1;16.10.2025;72;12;BCD;D;ppm _room;1008;
1;16.10.2025;72;12;BCD;D;ppm_0;1017;
1;16.10.2025;72;12;BCD;D;ppm_1;1020;
1;16.10.2025;72;12;BCD;D;ppm_2;1022;
1;16.10.2025;72;12;BCD;D;ppm_3;1025;
1;16.10.2025;72;12;BCD;D;ppm_4;1027;
1;16.10.2025;72;12;BCD;D;ppm_5;1028;
1;16.10.2025;72;12;BCD;D;ppm_6;1033;
1;16.10.2025;72;13;SUW;E;ppm _room;1067;
1;16.10.2025;72;13;SUW;E;ppm_0;1069;
1;16.10.2025;72;13;SUW;E;ppm_1;1101;
1;16.10.2025;72;13;SUW;E;ppm_2;1134;
1;16.10.2025;72;13;SUW;E;ppm_3;1156;
1;16.10.2025;72;13;SUW;E;ppm_4;1184;
1;16.10.2025;72;13;SUW;E;ppm_5;1210;
1;16.10.2025;72;13;SUW;E;ppm_6;1232;
1;16.10.2025;72;16;SCD;F;ppm _room;936;
1;16.10.2025;72;16;SCD;F;ppm_0;950;
1;16.10.2025;72;16;SCD;F;ppm_1;994;
1;16.10.2025;72;16;SCD;F;ppm_2;1028;
1;16.10.2025;72;16;SCD;F;ppm_3;1056;
1;16.10.2025;72;16;SCD;F;ppm_4;1082;
1;16.10.2025;72;16;SCD;F;ppm_5;1107;
1;16.10.2025;72;16;SCD;F;ppm_6;1126;
1;16.10.2025;72;15;SUD;G;ppm _room;1040;
1;16.10.2025;72;15;SUD;G;ppm_0;1029;
1;16.10.2025;72;15;SUD;G;ppm_1;1060;
1;16.10.2025;72;15;SUD;G;ppm_2;1086;
1;16.10.2025;72;15;SUD;G;ppm_3;1110;
1;16.10.2025;72;15;SUD;G;ppm_4;1131;
1;16.10.2025;72;15;SUD;G;ppm_5;1152;
1;16.10.2025;72;15;SUD;G;ppm_6;1169;
1;16.10.2025;72;11;BUD;H;ppm _room;940;
1;16.10.2025;72;11;BUD;H;ppm_0;940;
1;16.10.2025;72;11;BUD;H;ppm_1;953;
1;16.10.2025;72;11;BUD;H;ppm_2;967;
1;16.10.2025;72;11;BUD;H;ppm_3;979;
1;16.10.2025;72;11;BUD;H;ppm_4;989;
1;16.10.2025;72;11;BUD;H;ppm_5;998;
1;16.10.2025;72;11;BUD;H;ppm_6;1007;
1;16.10.2025;78;14;SCW;A;ppm _room;566;
1;16.10.2025;78;14;SCW;A;ppm_0;591;
1;16.10.2025;78;14;SCW;A;ppm_1;626;
1;16.10.2025;78;14;SCW;A;ppm_2;657;
1;16.10.2025;78;14;SCW;A;ppm_3;683;
1;16.10.2025;78;14;SCW;A;ppm_4;708;
1;16.10.2025;78;14;SCW;A;ppm_5;730;
1;16.10.2025;78;14;SCW;A;ppm_6;753;
1;16.10.2025;78;9;BUW;B;ppm _room;684;
1;16.10.2025;78;9;BUW;B;ppm_0;689;
1;16.10.2025;78;9;BUW;B;ppm_1;699;
1;16.10.2025;78;9;BUW;B;ppm_2;710;
1;16.10.2025;78;9;BUW;B;ppm_3;719;
1;16.10.2025;78;9;BUW;B;ppm_4;731;
1;16.10.2025;78;9;BUW;B;ppm_5;741;
1;16.10.2025;78;9;BUW;B;ppm_6;749;
1;16.10.2025;78;10;BCW;C;ppm _room;714;
1;16.10.2025;78;10;BCW;C;ppm_0;718;
1;16.10.2025;78;10;BCW;C;ppm_1;719;
1;16.10.2025;78;10;BCW;C;ppm_2;726;
1;16.10.2025;78;10;BCW;C;ppm_3;734;
1;16.10.2025;78;10;BCW;C;ppm_4;743;
1;16.10.2025;78;10;BCW;C;ppm_5;751;
1;16.10.2025;78;10;BCW;C;ppm_6;759;
1;16.10.2025;78;12;BCD;D;ppm _room;733;
1;16.10.2025;78;12;BCD;D;ppm_0;734;
1;16.10.2025;78;12;BCD;D;ppm_1;742;
1;16.10.2025;78;12;BCD;D;ppm_2;747;
1;16.10.2025;78;12;BCD;D;ppm_3;752;
1;16.10.2025;78;12;BCD;D;ppm_4;754;
1;16.10.2025;78;12;BCD;D;ppm_5;760;
1;16.10.2025;78;12;BCD;D;ppm_6;764;
1;16.10.2025;78;13;SUW;E;ppm _room;752;
1;16.10.2025;78;13;SUW;E;ppm_0;761;
1;16.10.2025;78;13;SUW;E;ppm_1;802;
1;16.10.2025;78;13;SUW;E;ppm_2;836;
1;16.10.2025;78;13;SUW;E;ppm_3;870;
1;16.10.2025;78;13;SUW;E;ppm_4;897;
1;16.10.2025;78;13;SUW;E;ppm_5;926;
1;16.10.2025;78;13;SUW;E;ppm_6;953;
1;16.10.2025;78;16;SCD;F;ppm _room;718;
1;16.10.2025;78;16;SCD;F;ppm_0;755;
1;16.10.2025;78;16;SCD;F;ppm_1;788;
1;16.10.2025;78;16;SCD;F;ppm_2;813;
1;16.10.2025;78;16;SCD;F;ppm_3;839;
1;16.10.2025;78;16;SCD;F;ppm_4;862;
1;16.10.2025;78;16;SCD;F;ppm_5;883;
1;16.10.2025;78;16;SCD;F;ppm_6;905;
1;16.10.2025;78;15;SUD;G;ppm _room;670;
1;16.10.2025;78;15;SUD;G;ppm_0;685;
1;16.10.2025;78;15;SUD;G;ppm_1;730;
1;16.10.2025;78;15;SUD;G;ppm_2;755;
1;16.10.2025;78;15;SUD;G;ppm_3;785;
1;16.10.2025;78;15;SUD;G;ppm_4;811;
1;16.10.2025;78;15;SUD;G;ppm_5;836;
1;16.10.2025;78;15;SUD;G;ppm_6;860;
1;16.10.2025;78;11;BUD;H;ppm _room;641;
1;16.10.2025;78;11;BUD;H;ppm_0;664;
1;16.10.2025;78;11;BUD;H;ppm_1;680;
1;16.10.2025;78;11;BUD;H;ppm_2;694;
1;16.10.2025;78;11;BUD;H;ppm_3;708;
1;16.10.2025;78;11;BUD;H;ppm_4;723;
1;16.10.2025;78;11;BUD;H;ppm_5;734;
1;16.10.2025;78;11;BUD;H;ppm_6;743;
1;16.10.2025;84;14;SCW;A;ppm _room;690;
1;16.10.2025;84;14;SCW;A;ppm_0;800;
1;16.10.2025;84;14;SCW;A;ppm_1;803;
1;16.10.2025;84;14;SCW;A;ppm_2;815;
1;16.10.2025;84;14;SCW;A;ppm_3;832;
1;16.10.2025;84;14;SCW;A;ppm_4;849;
1;16.10.2025;84;14;SCW;A;ppm_5;867;
1;16.10.2025;84;14;SCW;A;ppm_6;884;903
1;16.10.2025;84;9;BUW;B;ppm _room;655;
1;16.10.2025;84;9;BUW;B;ppm_0;656;
1;16.10.2025;84;9;BUW;B;ppm_1;672;
1;16.10.2025;84;9;BUW;B;ppm_2;684;
1;16.10.2025;84;9;BUW;B;ppm_3;699;
1;16.10.2025;84;9;BUW;B;ppm_4;711;
1;16.10.2025;84;9;BUW;B;ppm_5;723;
1;16.10.2025;84;9;BUW;B;ppm_6;733;
1;16.10.2025;84;10;BCW;C;ppm _room;624;
1;16.10.2025;84;10;BCW;C;ppm_0;623;
1;16.10.2025;84;10;BCW;C;ppm_1;643;
1;16.10.2025;84;10;BCW;C;ppm_2;657;
1;16.10.2025;84;10;BCW;C;ppm_3;669;
1;16.10.2025;84;10;BCW;C;ppm_4;680;
1;16.10.2025;84;10;BCW;C;ppm_5;690;
1;16.10.2025;84;10;BCW;C;ppm_6;700;
1;16.10.2025;84;12;BCD;D;ppm _room;617;
1;16.10.2025;84;12;BCD;D;ppm_0;615;
1;16.10.2025;84;12;BCD;D;ppm_1;632;
1;16.10.2025;84;12;BCD;D;ppm_2;640;
1;16.10.2025;84;12;BCD;D;ppm_3;648;
1;16.10.2025;84;12;BCD;D;ppm_4;651;
1;16.10.2025;84;12;BCD;D;ppm_5;661;
1;16.10.2025;84;12;BCD;D;ppm_6;668;
1;16.10.2025;84;13;SUW;E;ppm _room;604;
1;16.10.2025;84;13;SUW;E;ppm_0;611;
1;16.10.2025;84;13;SUW;E;ppm_1;649;
1;16.10.2025;84;13;SUW;E;ppm_2;688;
1;16.10.2025;84;13;SUW;E;ppm_3;723;
1;16.10.2025;84;13;SUW;E;ppm_4;758;
1;16.10.2025;84;13;SUW;E;ppm_5;791;
1;16.10.2025;84;13;SUW;E;ppm_6;819;
1;16.10.2025;84;16;SCD;F;ppm _room;623;
1;16.10.2025;84;16;SCD;F;ppm_0;630;
1;16.10.2025;84;16;SCD;F;ppm_1;670;
1;16.10.2025;84;16;SCD;F;ppm_2;703;
1;16.10.2025;84;16;SCD;F;ppm_3;730;
1;16.10.2025;84;16;SCD;F;ppm_4;754;
1;16.10.2025;84;16;SCD;F;ppm_5;775;
1;16.10.2025;84;16;SCD;F;ppm_6;798;
