run;date;hrs_after_incubation;pipe_nr;treatment;tinytag;minute;ppm;
1;16.10.2025;84;15;SUD;G;ppm _room;625;
1;16.10.2025;84;15;SUD;G;ppm_0;626;
1;16.10.2025;84;15;SUD;G;ppm_1;656;
1;16.10.2025;84;15;SUD;G;ppm_2;685;
1;16.10.2025;84;15;SUD;G;ppm_3;712;
1;16.10.2025;84;15;SUD;G;ppm_4;738;
1;16.10.2025;84;15;SUD;G;ppm_5;762;
1;16.10.2025;84;15;SUD;G;ppm_6;781;
1;16.10.2025;84;11;BUD;H;ppm _room;629;
1;16.10.2025;84;11;BUD;H;ppm_0;636;
1;16.10.2025;84;11;BUD;H;ppm_1;649;
1;16.10.2025;84;11;BUD;H;ppm_2;660;
1;16.10.2025;84;11;BUD;H;ppm_3;667;
1;16.10.2025;84;11;BUD;H;ppm_4;677;
1;16.10.2025;84;11;BUD;H;ppm_5;685;
1;16.10.2025;84;11;BUD;H;ppm_6;695;
1;17.10.2025;96;14;SCW;A;ppm _room;666;
1;17.10.2025;96;14;SCW;A;ppm_0;667;
1;17.10.2025;96;14;SCW;A;ppm_1;700;
1;17.10.2025;96;14;SCW;A;ppm_2;730;
1;17.10.2025;96;14;SCW;A;ppm_3;756;
1;17.10.2025;96;14;SCW;A;ppm_4;779;
1;17.10.2025;96;14;SCW;A;ppm_5;801;
1;17.10.2025;96;14;SCW;A;ppm_6;822;
1;17.10.2025;96;9;BUW;B;ppm _room;623;
1;17.10.2025;96;9;BUW;B;ppm_0;624;
1;17.10.2025;96;9;BUW;B;ppm_1;642;
1;17.10.2025;96;9;BUW;B;ppm_2;656;
1;17.10.2025;96;9;BUW;B;ppm_3;670;
1;17.10.2025;96;9;BUW;B;ppm_4;683;
1;17.10.2025;96;9;BUW;B;ppm_5;694;
1;17.10.2025;96;9;BUW;B;ppm_6;708;
1;17.10.2025;96;10;BCW;C;ppm _room;606;
1;17.10.2025;96;10;BCW;C;ppm_0;611;
1;17.10.2025;96;10;BCW;C;ppm_1;623;
1;17.10.2025;96;10;BCW;C;ppm_2;636;
1;17.10.2025;96;10;BCW;C;ppm_3;647;
1;17.10.2025;96;10;BCW;C;ppm_4;658;
1;17.10.2025;96;10;BCW;C;ppm_5;668;
1;17.10.2025;96;10;BCW;C;ppm_6;677;
1;17.10.2025;96;12;BCD;D;ppm _room;674;
1;17.10.2025;96;12;BCD;D;ppm_0;678;
1;17.10.2025;96;12;BCD;D;ppm_1;685;
1;17.10.2025;96;12;BCD;D;ppm_2;690;
1;17.10.2025;96;12;BCD;D;ppm_3;695;
1;17.10.2025;96;12;BCD;D;ppm_4;700;
1;17.10.2025;96;12;BCD;D;ppm_5;705;
1;17.10.2025;96;12;BCD;D;ppm_6;709;
1;17.10.2025;96;13;SUW;E;ppm _room;700;
1;17.10.2025;96;13;SUW;E;ppm_0;708;
1;17.10.2025;96;13;SUW;E;ppm_1;742;
1;17.10.2025;96;13;SUW;E;ppm_2;774;
1;17.10.2025;96;13;SUW;E;ppm_3;805;
1;17.10.2025;96;13;SUW;E;ppm_4;834;
1;17.10.2025;96;13;SUW;E;ppm_5;860;
1;17.10.2025;96;13;SUW;E;ppm_6;887;
1;17.10.2025;96;16;SCD;F;ppm _room;688;
1;17.10.2025;96;16;SCD;F;ppm_0;682;
1;17.10.2025;96;16;SCD;F;ppm_1;722;
1;17.10.2025;96;16;SCD;F;ppm_2;747;
1;17.10.2025;96;16;SCD;F;ppm_3;770;
1;17.10.2025;96;16;SCD;F;ppm_4;791;
1;17.10.2025;96;16;SCD;F;ppm_5;812;
1;17.10.2025;96;16;SCD;F;ppm_6;830;
1;17.10.2025;96;15;SUD;G;ppm _room;678;
1;17.10.2025;96;15;SUD;G;ppm_0;682;
1;17.10.2025;96;15;SUD;G;ppm_1;713;
1;17.10.2025;96;15;SUD;G;ppm_2;731;
1;17.10.2025;96;15;SUD;G;ppm_3;762;
1;17.10.2025;96;15;SUD;G;ppm_4;784;
1;17.10.2025;96;15;SUD;G;ppm_5;807;
1;17.10.2025;96;15;SUD;G;ppm_6;825;
1;17.10.2025;96;11;BUD;H;ppm _room;683;
1;17.10.2025;96;11;BUD;H;ppm_0;683;
1;17.10.2025;96;11;BUD;H;ppm_1;700;
1;17.10.2025;96;11;BUD;H;ppm_2;709;
1;17.10.2025;96;11;BUD;H;ppm_3;718;
1;17.10.2025;96;11;BUD;H;ppm_4;728;
1;17.10.2025;96;11;BUD;H;ppm_5;737;
1;17.10.2025;96;11;BUD;H;ppm_6;744;
1;17.10.2025;102;14;SCW;A;ppm _room;579;
1;17.10.2025;102;14;SCW;A;ppm_0;590;
1;17.10.2025;102;14;SCW;A;ppm_1;630;
1;17.10.2025;102;14;SCW;A;ppm_2;659;
1;17.10.2025;102;14;SCW;A;ppm_3;685;
1;17.10.2025;102;14;SCW;A;ppm_4;708;
1;17.10.2025;102;14;SCW;A;ppm_5;729;
1;17.10.2025;102;14;SCW;A;ppm_6;750;
1;17.10.2025;102;9;BUW;B;ppm _room;679;
1;17.10.2025;102;9;BUW;B;ppm_0;679;
1;17.10.2025;102;9;BUW;B;ppm_1;689;
1;17.10.2025;102;9;BUW;B;ppm_2;698;
1;17.10.2025;102;9;BUW;B;ppm_3;705;
1;17.10.2025;102;9;BUW;B;ppm_4;714;
1;17.10.2025;102;9;BUW;B;ppm_5;722;
1;17.10.2025;102;9;BUW;B;ppm_6;728;
1;17.10.2025;102;10;BCW;C;ppm _room;698;
1;17.10.2025;102;10;BCW;C;ppm_0;700;
1;17.10.2025;102;10;BCW;C;ppm_1;711;
1;17.10.2025;102;10;BCW;C;ppm_2;718;
1;17.10.2025;102;10;BCW;C;ppm_3;724;
1;17.10.2025;102;10;BCW;C;ppm_4;731;
1;17.10.2025;102;10;BCW;C;ppm_5;738;
1;17.10.2025;102;10;BCW;C;ppm_6;745;
1;17.10.2025;102;12;BCD;D;ppm _room;712;
1;17.10.2025;102;12;BCD;D;ppm_0;710;
1;17.10.2025;102;12;BCD;D;ppm_1;718;
1;17.10.2025;102;12;BCD;D;ppm_2;723;
1;17.10.2025;102;12;BCD;D;ppm_3;729;
1;17.10.2025;102;12;BCD;D;ppm_4;732;
1;17.10.2025;102;12;BCD;D;ppm_5;737;
1;17.10.2025;102;12;BCD;D;ppm_6;742;
1;17.10.2025;102;13;SUW;E;ppm _room;706;
1;17.10.2025;102;13;SUW;E;ppm_0;713;
1;17.10.2025;102;13;SUW;E;ppm_1;749;
1;17.10.2025;102;13;SUW;E;ppm_2;782;
1;17.10.2025;102;13;SUW;E;ppm_3;815;
1;17.10.2025;102;13;SUW;E;ppm_4;843;
1;17.10.2025;102;13;SUW;E;ppm_5;870;
1;17.10.2025;102;13;SUW;E;ppm_6;894;
1;17.10.2025;102;16;SCD;F;ppm _room;704;
1;17.10.2025;102;16;SCD;F;ppm_0;708;
1;17.10.2025;102;16;SCD;F;ppm_1;744;
1;17.10.2025;102;16;SCD;F;ppm_2;770;
1;17.10.2025;102;16;SCD;F;ppm_3;793;
1;17.10.2025;102;16;SCD;F;ppm_4;815;
1;17.10.2025;102;16;SCD;F;ppm_5;833;
1;17.10.2025;102;16;SCD;F;ppm_6;853;
1;17.10.2025;102;15;SUD;G;ppm _room;661;
1;17.10.2025;102;15;SUD;G;ppm_0;664;
1;17.10.2025;102;15;SUD;G;ppm_1;700;
1;17.10.2025;102;15;SUD;G;ppm_2;727;
1;17.10.2025;102;15;SUD;G;ppm_3;755;
1;17.10.2025;102;15;SUD;G;ppm_4;779;
1;17.10.2025;102;15;SUD;G;ppm_5;802;
1;17.10.2025;102;15;SUD;G;ppm_6;822;
1;17.10.2025;102;11;BUD;H;ppm _room;639;
1;17.10.2025;102;11;BUD;H;ppm_0;652;
1;17.10.2025;102;11;BUD;H;ppm_1;665;
1;17.10.2025;102;11;BUD;H;ppm_2;678;
1;17.10.2025;102;11;BUD;H;ppm_3;690;
1;17.10.2025;102;11;BUD;H;ppm_4;702;
1;17.10.2025;102;11;BUD;H;ppm_5;713;
1;17.10.2025;102;11;BUD;H;ppm_6;722;
1;17.10.2025;108;14;SCW;A;ppm _room;684;
1;17.10.2025;108;14;SCW;A;ppm_0;704;
1;17.10.2025;108;14;SCW;A;ppm_1;728;
1;17.10.2025;108;14;SCW;A;ppm_2;748;
1;17.10.2025;108;14;SCW;A;ppm_3;767;
1;17.10.2025;108;14;SCW;A;ppm_4;785;
1;17.10.2025;108;14;SCW;A;ppm_5;803;
1;17.10.2025;108;14;SCW;A;ppm_6;820;
1;17.10.2025;108;9;BUW;B;ppm _room;692;
1;17.10.2025;108;9;BUW;B;ppm_0;694;
1;17.10.2025;108;9;BUW;B;ppm_1;706;
1;17.10.2025;108;9;BUW;B;ppm_2;717;
1;17.10.2025;108;9;BUW;B;ppm_3;727;
1;17.10.2025;108;9;BUW;B;ppm_4;737;
1;17.10.2025;108;9;BUW;B;ppm_5;746;
1;17.10.2025;108;9;BUW;B;ppm_6;755;
1;17.10.2025;108;10;BCW;C;ppm _room;674;
1;17.10.2025;108;10;BCW;C;ppm_0;675;
1;17.10.2025;108;10;BCW;C;ppm_1;682;
1;17.10.2025;108;10;BCW;C;ppm_2;691;
1;17.10.2025;108;10;BCW;C;ppm_3;701;
1;17.10.2025;108;10;BCW;C;ppm_4;710;
1;17.10.2025;108;10;BCW;C;ppm_5;719;
1;17.10.2025;108;10;BCW;C;ppm_6;727;
1;17.10.2025;108;12;BCD;D;ppm _room;653;
1;17.10.2025;108;12;BCD;D;ppm_0;663;
1;17.10.2025;108;12;BCD;D;ppm_1;672;
1;17.10.2025;108;12;BCD;D;ppm_2;679;
1;17.10.2025;108;12;BCD;D;ppm_3;686;
1;17.10.2025;108;12;BCD;D;ppm_4;692;
1;17.10.2025;108;12;BCD;D;ppm_5;699;
1;17.10.2025;108;12;BCD;D;ppm_6;705;
1;17.10.2025;108;13;SUW;E;ppm _room;670;
1;17.10.2025;108;13;SUW;E;ppm_0;683;
1;17.10.2025;108;13;SUW;E;ppm_1;728;
1;17.10.2025;108;13;SUW;E;ppm_2;765;
1;17.10.2025;108;13;SUW;E;ppm_3;797;
1;17.10.2025;108;13;SUW;E;ppm_4;828;
1;17.10.2025;108;13;SUW;E;ppm_5;857;
1;17.10.2025;108;13;SUW;E;ppm_6;883;
1;17.10.2025;108;16;SCD;F;ppm _room;672;
1;17.10.2025;108;16;SCD;F;ppm_0;683;
1;17.10.2025;108;16;SCD;F;ppm_1;716;
1;17.10.2025;108;16;SCD;F;ppm_2;742;
1;17.10.2025;108;16;SCD;F;ppm_3;764;
1;17.10.2025;108;16;SCD;F;ppm_4;784;
1;17.10.2025;108;16;SCD;F;ppm_5;804;
1;17.10.2025;108;16;SCD;F;ppm_6;822;
1;17.10.2025;108;15;SUD;G;ppm _room;682;
1;17.10.2025;108;15;SUD;G;ppm_0;698;
1;17.10.2025;108;15;SUD;G;ppm_1;728;
1;17.10.2025;108;15;SUD;G;ppm_2;756;
1;17.10.2025;108;15;SUD;G;ppm_3;780;
1;17.10.2025;108;15;SUD;G;ppm_4;802;
1;17.10.2025;108;15;SUD;G;ppm_5;823;
1;17.10.2025;108;15;SUD;G;ppm_6;842;
1;17.10.2025;108;11;BUD;H;ppm _room;703;
1;17.10.2025;108;11;BUD;H;ppm_0;711;
1;17.10.2025;108;11;BUD;H;ppm_1;724;
1;17.10.2025;108;11;BUD;H;ppm_2;734;
1;17.10.2025;108;11;BUD;H;ppm_3;743;
1;17.10.2025;108;11;BUD;H;ppm_4;753;
1;17.10.2025;108;11;BUD;H;ppm_5;761;
1;17.10.2025;108;11;BUD;H;ppm_6;770;
1;18.10.2025;120;14;SCW;A;ppm _room;637;
1;18.10.2025;120;14;SCW;A;ppm_0;645;
1;18.10.2025;120;14;SCW;A;ppm_1;680;
1;18.10.2025;120;14;SCW;A;ppm_2;709;
1;18.10.2025;120;14;SCW;A;ppm_3;733;
1;18.10.2025;120;14;SCW;A;ppm_4;756;
1;18.10.2025;120;14;SCW;A;ppm_5;777;
1;18.10.2025;120;14;SCW;A;ppm_6;797;
1;18.10.2025;120;9;BUW;B;ppm _room;621;
1;18.10.2025;120;9;BUW;B;ppm_0;623;
1;18.10.2025;120;9;BUW;B;ppm_1;638;
1;18.10.2025;120;9;BUW;B;ppm_2;651;
1;18.10.2025;120;9;BUW;B;ppm_3;664;
1;18.10.2025;120;9;BUW;B;ppm_4;675;
1;18.10.2025;120;9;BUW;B;ppm_5;686;
1;18.10.2025;120;9;BUW;B;ppm_6;697;
1;18.10.2025;120;10;BCW;C;ppm _room;618;
1;18.10.2025;120;10;BCW;C;ppm_0;619;
1;18.10.2025;120;10;BCW;C;ppm_1;625;
1;18.10.2025;120;10;BCW;C;ppm_2;635;
1;18.10.2025;120;10;BCW;C;ppm_3;644;
1;18.10.2025;120;10;BCW;C;ppm_4;653;
1;18.10.2025;120;10;BCW;C;ppm_5;662;
1;18.10.2025;120;10;BCW;C;ppm_6;669;
1;18.10.2025;120;12;BCD;D;ppm _room;644;
1;18.10.2025;120;12;BCD;D;ppm_0;643;
1;18.10.2025;120;12;BCD;D;ppm_1;651;
1;18.10.2025;120;12;BCD;D;ppm_2;657;
1;18.10.2025;120;12;BCD;D;ppm_3;662;
1;18.10.2025;120;12;BCD;D;ppm_4;667;
1;18.10.2025;120;12;BCD;D;ppm_5;672;
1;18.10.2025;120;12;BCD;D;ppm_6;677;
1;18.10.2025;120;13;SUW;E;ppm _room;667;
1;18.10.2025;120;13;SUW;E;ppm_0;673;
1;18.10.2025;120;13;SUW;E;ppm_1;708;
1;18.10.2025;120;13;SUW;E;ppm_2;741;
1;18.10.2025;120;13;SUW;E;ppm_3;771;
1;18.10.2025;120;13;SUW;E;ppm_4;801;
1;18.10.2025;120;13;SUW;E;ppm_5;825;
1;18.10.2025;120;13;SUW;E;ppm_6;850;
1;18.10.2025;120;16;SCD;F;ppm _room;671;
1;18.10.2025;120;16;SCD;F;ppm_0;675;
1;18.10.2025;120;16;SCD;F;ppm_1;705;
1;18.10.2025;120;16;SCD;F;ppm_2;729;
1;18.10.2025;120;16;SCD;F;ppm_3;750;
1;18.10.2025;120;16;SCD;F;ppm_4;767;
1;18.10.2025;120;16;SCD;F;ppm_5;785;
1;18.10.2025;120;16;SCD;F;ppm_6;802;
1;18.10.2025;120;15;SUD;G;ppm _room;681;
1;18.10.2025;120;15;SUD;G;ppm_0;681;
1;18.10.2025;120;15;SUD;G;ppm_1;710;
1;18.10.2025;120;15;SUD;G;ppm_2;737;
1;18.10.2025;120;15;SUD;G;ppm_3;760;
1;18.10.2025;120;15;SUD;G;ppm_4;781;
1;18.10.2025;120;15;SUD;G;ppm_5;801;
1;18.10.2025;120;15;SUD;G;ppm_6;820;
1;18.10.2025;120;11;BUD;H;ppm _room;675;
1;18.10.2025;120;11;BUD;H;ppm_0;681;
1;18.10.2025;120;11;BUD;H;ppm_1;691;
1;18.10.2025;120;11;BUD;H;ppm_2;702;
1;18.10.2025;120;11;BUD;H;ppm_3;711;
1;18.10.2025;120;11;BUD;H;ppm_4;721;
1;18.10.2025;120;11;BUD;H;ppm_5;730;
1;18.10.2025;120;11;BUD;H;ppm_6;738;
1;18.10.2025;126;14;SCW;A;ppm _room;485;
1;18.10.2025;126;14;SCW;A;ppm_0;598;
1;18.10.2025;126;14;SCW;A;ppm_1;601;
1;18.10.2025;126;14;SCW;A;ppm_2;615;
1;18.10.2025;126;14;SCW;A;ppm_3;633;
1;18.10.2025;126;14;SCW;A;ppm_4;650;
1;18.10.2025;126;14;SCW;A;ppm_5;668;
1;18.10.2025;126;14;SCW;A;ppm_6;685;
1;18.10.2025;126;9;BUW;B;ppm _room;620;
1;18.10.2025;126;9;BUW;B;ppm_0;621;
1;18.10.2025;126;9;BUW;B;ppm_1;629;
1;18.10.2025;126;9;BUW;B;ppm_2;636;
1;18.10.2025;126;9;BUW;B;ppm_3;644;
1;18.10.2025;126;9;BUW;B;ppm_4;651;
1;18.10.2025;126;9;BUW;B;ppm_5;659;
1;18.10.2025;126;9;BUW;B;ppm_6;667;
1;18.10.2025;126;10;BCW;C;ppm _room;658;
1;18.10.2025;126;10;BCW;C;ppm_0;658;
1;18.10.2025;126;10;BCW;C;ppm_1;665;
1;18.10.2025;126;10;BCW;C;ppm_2;671;
1;18.10.2025;126;10;BCW;C;ppm_3;678;
1;18.10.2025;126;10;BCW;C;ppm_4;683;
1;18.10.2025;126;10;BCW;C;ppm_5;689;
1;18.10.2025;126;10;BCW;C;ppm_6;696;
1;18.10.2025;126;12;BCD;D;ppm _room;677;
1;18.10.2025;126;12;BCD;D;ppm_0;676;
1;18.10.2025;126;12;BCD;D;ppm_1;682;
1;18.10.2025;126;12;BCD;D;ppm_2;687;
1;18.10.2025;126;12;BCD;D;ppm_3;690;
1;18.10.2025;126;12;BCD;D;ppm_4;694;
1;18.10.2025;126;12;BCD;D;ppm_5;697;
1;18.10.2025;126;12;BCD;D;ppm_6;700;
1;18.10.2025;126;13;SUW;E;ppm _room;678;
1;18.10.2025;126;13;SUW;E;ppm_0;683;
1;18.10.2025;126;13;SUW;E;ppm_1;718;
1;18.10.2025;126;13;SUW;E;ppm_2;750;
1;18.10.2025;126;13;SUW;E;ppm_3;780;
1;18.10.2025;126;13;SUW;E;ppm_4;807;
1;18.10.2025;126;13;SUW;E;ppm_5;833;
1;18.10.2025;126;13;SUW;E;ppm_6;857;
1;18.10.2025;126;16;SCD;F;ppm _room;685;
1;18.10.2025;126;16;SCD;F;ppm_0;684;
1;18.10.2025;126;16;SCD;F;ppm_1;722;
1;18.10.2025;126;16;SCD;F;ppm_2;745;
1;18.10.2025;126;16;SCD;F;ppm_3;766;
1;18.10.2025;126;16;SCD;F;ppm_4;785;
1;18.10.2025;126;16;SCD;F;ppm_5;802;
1;18.10.2025;126;16;SCD;F;ppm_6;818;
1;18.10.2025;126;15;SUD;G;ppm _room;681;
1;18.10.2025;126;15;SUD;G;ppm_0;684;
1;18.10.2025;126;15;SUD;G;ppm_1;710;
1;18.10.2025;126;15;SUD;G;ppm_2;737;
1;18.10.2025;126;15;SUD;G;ppm_3;761;
1;18.10.2025;126;15;SUD;G;ppm_4;782;
1;18.10.2025;126;15;SUD;G;ppm_5;802;
1;18.10.2025;126;15;SUD;G;ppm_6;820;
1;18.10.2025;126;11;BUD;H;ppm _room;655;
1;18.10.2025;126;11;BUD;H;ppm_0;662;
1;18.10.2025;126;11;BUD;H;ppm_1;674;
1;18.10.2025;126;11;BUD;H;ppm_2;684;
1;18.10.2025;126;11;BUD;H;ppm_3;694;
1;18.10.2025;126;11;BUD;H;ppm_4;703;
1;18.10.2025;126;11;BUD;H;ppm_5;712;
1;18.10.2025;126;11;BUD;H;ppm_6;722;
1;18.10.2025;132;14;SCW;A;ppm _room;618;
1;18.10.2025;132;14;SCW;A;ppm_0;626;
1;18.10.2025;132;14;SCW;A;ppm_1;651;
1;18.10.2025;132;14;SCW;A;ppm_2;675;
1;18.10.2025;132;14;SCW;A;ppm_3;694;
1;18.10.2025;132;14;SCW;A;ppm_4;710;
1;18.10.2025;132;14;SCW;A;ppm_5;727;
1;18.10.2025;132;14;SCW;A;ppm_6;743;
1;18.10.2025;132;9;BUW;B;ppm _room;606;
1;18.10.2025;132;9;BUW;B;ppm_0;607;
1;18.10.2025;132;9;BUW;B;ppm_1;620;
1;18.10.2025;132;9;BUW;B;ppm_2;632;
1;18.10.2025;132;9;BUW;B;ppm_3;643;
1;18.10.2025;132;9;BUW;B;ppm_4;653;
1;18.10.2025;132;9;BUW;B;ppm_5;664;
1;18.10.2025;132;9;BUW;B;ppm_6;673;
1;18.10.2025;132;10;BCW;C;ppm _room;583;
1;18.10.2025;132;10;BCW;C;ppm_0;586;
1;18.10.2025;132;10;BCW;C;ppm_1;593;
1;18.10.2025;132;10;BCW;C;ppm_2;602;
1;18.10.2025;132;10;BCW;C;ppm_3;612;
1;18.10.2025;132;10;BCW;C;ppm_4;620;
1;18.10.2025;132;10;BCW;C;ppm_5;628;
1;18.10.2025;132;10;BCW;C;ppm_6;636;
1;18.10.2025;132;12;BCD;D;ppm _room;579;
1;18.10.2025;132;12;BCD;D;ppm_0;582;
1;18.10.2025;132;12;BCD;D;ppm_1;593;
1;18.10.2025;132;12;BCD;D;ppm_2;599;
1;18.10.2025;132;12;BCD;D;ppm_3;605;
1;18.10.2025;132;12;BCD;D;ppm_4;612;
1;18.10.2025;132;12;BCD;D;ppm_5;618;
1;18.10.2025;132;12;BCD;D;ppm_6;624;
1;18.10.2025;132;13;SUW;E;ppm _room;576;
1;18.10.2025;132;13;SUW;E;ppm_0;577;
1;18.10.2025;132;13;SUW;E;ppm_1;619;
1;18.10.2025;132;13;SUW;E;ppm_2;655;
1;18.10.2025;132;13;SUW;E;ppm_3;687;
1;18.10.2025;132;13;SUW;E;ppm_4;716;
1;18.10.2025;132;13;SUW;E;ppm_5;744;
1;18.10.2025;132;13;SUW;E;ppm_6;770;
1;18.10.2025;132;16;SCD;F;ppm _room;590;
1;18.10.2025;132;16;SCD;F;ppm_0;590;
1;18.10.2025;132;16;SCD;F;ppm_1;626;
1;18.10.2025;132;16;SCD;F;ppm_2;650;
1;18.10.2025;132;16;SCD;F;ppm_3;671;
1;18.10.2025;132;16;SCD;F;ppm_4;691;
1;18.10.2025;132;16;SCD;F;ppm_5;710;
1;18.10.2025;132;16;SCD;F;ppm_6;727;
1;18.10.2025;132;15;SUD;G;ppm _room;607;
1;18.10.2025;132;15;SUD;G;ppm_0;612;
1;18.10.2025;132;15;SUD;G;ppm_1;636;
1;18.10.2025;132;15;SUD;G;ppm_2;662;
1;18.10.2025;132;15;SUD;G;ppm_3;685;
1;18.10.2025;132;15;SUD;G;ppm_4;706;
1;18.10.2025;132;15;SUD;G;ppm_5;726;
1;18.10.2025;132;15;SUD;G;ppm_6;746;
1;18.10.2025;132;11;BUD;H;ppm _room;620;
1;18.10.2025;132;11;BUD;H;ppm_0;620;
1;18.10.2025;132;11;BUD;H;ppm_1;635;
1;18.10.2025;132;11;BUD;H;ppm_2;642;
1;18.10.2025;132;11;BUD;H;ppm_3;650;
1;18.10.2025;132;11;BUD;H;ppm_4;657;
1;18.10.2025;132;11;BUD;H;ppm_5;665;
1;18.10.2025;132;11;BUD;H;ppm_6;672;
